,age_bracket,Gender,Legislative,Party,Count,voted_2024,voted_2020,voted_2016
1582,35-50,Male,27B,REP,1233,910,756,661
1583,35-50,Male,27B,UNA,1297,799,615,478
1584,35-50,Male,27C,DEM,1055,669,625,516
1585,35-50,Male,27C,OTH,113,74,58,56
1586,35-50,Male,27C,REP,2045,1630,1358,1269
1587,35-50,Male,27C,UNA,1296,856,643,565
1588,35-50,Male,28,DEM,6697,4395,4320,3401
1589,35-50,Male,28,OTH,293,142,125,94
1590,35-50,Male,28,REP,2552,1826,1628,1311
1591,35-50,Male,28,UNA,3797,2138,1852,1366
1592,35-50,Male,29A,DEM,774,509,475,407
1593,35-50,Male,29A,OTH,108,64,59,41
1594,35-50,Male,29A,REP,2196,1775,1570,1382
1595,35-50,Male,29A,UNA,1188,749,614,513
1596,35-50,Male,29B,DEM,1225,737,697,540
1597,35-50,Male,29B,OTH,120,58,49,39
1598,35-50,Male,29B,REP,1203,869,753,569
1599,35-50,Male,29B,UNA,1209,678,608,422
1600,35-50,Male,29C,DEM,983,649,613,505
1601,35-50,Male,29C,OTH,132,69,57,45
1602,35-50,Male,29C,REP,1900,1450,1242,1108
1603,35-50,Male,29C,UNA,1339,848,665,548
1604,35-50,Male,30A,DEM,2538,1747,1612,1277
1605,35-50,Male,30A,OTH,174,80,84,73
1606,35-50,Male,30A,REP,1849,1362,1217,1009
1607,35-50,Male,30A,UNA,2122,1234,1126,788
1608,35-50,Male,30B,DEM,936,644,607,486
1609,35-50,Male,30B,OTH,100,51,47,39
1610,35-50,Male,30B,REP,1643,1294,1191,975
1611,35-50,Male,30B,UNA,1200,780,688,505
1612,35-50,Male,31,DEM,3814,2697,2667,2065
1613,35-50,Male,31,OTH,392,218,207,160
1614,35-50,Male,31,REP,5321,4157,3802,3149
1615,35-50,Male,31,UNA,4480,2832,2544,1879
1616,35-50,Male,32,DEM,5063,3141,3095,2382
1617,35-50,Male,32,OTH,349,159,137,110
1618,35-50,Male,32,REP,2552,1691,1493,1181
1619,35-50,Male,32,UNA,3982,2104,1956,1348
1620,35-50,Male,33A,DEM,1706,1198,1166,908
1621,35-50,Male,33A,OTH,98,56,46,32
1622,35-50,Male,33A,REP,937,650,578,455
1623,35-50,Male,33A,UNA,1520,960,851,599
1624,35-50,Male,33B,DEM,1345,1046,992,803
1625,35-50,Male,33B,OTH,100,66,67,43
1626,35-50,Male,33B,REP,1576,1236,1136,961
1627,35-50,Male,33B,UNA,1537,1092,969,710
1628,35-50,Male,33C,DEM,1400,1078,1023,812
1629,35-50,Male,33C,OTH,124,84,69,53
1630,35-50,Male,33C,REP,1629,1282,1173,986
1631,35-50,Male,33C,UNA,1522,1099,953,705
1632,35-50,Male,34A,DEM,3038,1844,1829,1466
1633,35-50,Male,34A,OTH,287,152,134,104
1634,35-50,Male,34A,REP,2178,1507,1337,1115
1635,35-50,Male,34A,UNA,2629,1394,1219,897
1636,35-50,Male,34B,DEM,1111,825,818,648
1637,35-50,Male,34B,OTH,109,73,57,49
1638,35-50,Male,34B,REP,1790,1429,1317,1175
1639,35-50,Male,34B,UNA,1343,894,834,655
1640,35-50,Male,35A,DEM,1471,1127,1081,913
1641,35-50,Male,35A,OTH,227,144,133,124
1642,35-50,Male,35A,REP,4462,3718,3508,3172
1643,35-50,Male,35A,UNA,2335,1627,1480,1224
1644,35-50,Male,35B,DEM,716,428,386,303
1645,35-50,Male,35B,OTH,134,66,52,47
1646,35-50,Male,35B,REP,2219,1734,1449,1313
1647,35-50,Male,35B,UNA,1146,597,505,390
1648,35-50,Male,36,DEM,1787,978,915,717
1649,35-50,Male,36,OTH,243,122,103,78
1650,35-50,Male,36,REP,3651,2765,2398,2086
1651,35-50,Male,36,UNA,2162,1168,978,746
1652,35-50,Male,37A,DEM,1391,553,557,479
1653,35-50,Male,37A,OTH,106,36,31,20
1654,35-50,Male,37A,REP,803,516,475,375
1655,35-50,Male,37A,UNA,844,333,304,219
1656,35-50,Male,37B,DEM,1683,997,957,748
1657,35-50,Male,37B,OTH,219,114,106,84
1658,35-50,Male,37B,REP,3434,2712,2496,2152
1659,35-50,Male,37B,UNA,1877,1070,941,713
1660,35-50,Male,38A,DEM,1042,521,561,442
1661,35-50,Male,38A,OTH,88,33,30,29
1662,35-50,Male,38A,REP,1569,1138,1103,938
1663,35-50,Male,38A,UNA,939,468,413,306
1664,35-50,Male,38B,DEM,1058,615,603,462
1665,35-50,Male,38B,OTH,96,41,33,31
1666,35-50,Male,38B,REP,1030,689,622,516
1667,35-50,Male,38B,UNA,931,492,429,309
1668,35-50,Male,38C,DEM,718,415,401,335
1669,35-50,Male,38C,OTH,115,55,46,48
1670,35-50,Male,38C,REP,1744,1308,1212,1037
1671,35-50,Male,38C,UNA,1120,621,561,421
1672,35-50,Male,39,DEM,4780,3166,3074,2403
1673,35-50,Male,39,OTH,263,123,120,97
1674,35-50,Male,39,REP,1500,994,801,609
1675,35-50,Male,39,UNA,3414,1922,1788,1214
1676,35-50,Male,40,DEM,8430,3729,3819,3394
1677,35-50,Male,40,OTH,402,87,101,84
1678,35-50,Male,40,REP,858,296,273,232
1679,35-50,Male,40,UNA,2753,892,842,670
1680,35-50,Male,41,DEM,7167,3652,3746,3331
1681,35-50,Male,41,OTH,280,91,86,76
1682,35-50,Male,41,REP,986,454,392,327
1683,35-50,Male,41,UNA,2283,899,841,688
1684,35-50,Male,42A,DEM,1048,843,822,690
1685,35-50,Male,42A,OTH,112,70,72,65
1686,35-50,Male,42A,REP,1808,1488,1406,1252
1687,35-50,Male,42A,UNA,1183,845,780,630
1688,35-50,Male,42B,DEM,1526,1079,1037,869
1689,35-50,Male,42B,OTH,90,46,42,34
1690,35-50,Male,42B,REP,795,589,547,485
1691,35-50,Male,42B,UNA,1034,656,600,463
1692,35-50,Male,42C,DEM,740,546,538,467
1693,35-50,Male,42C,OTH,115,68,71,58
1694,35-50,Male,42C,REP,2110,1730,1576,1415
1695,35-50,Male,42C,UNA,1237,799,728,610
1696,35-50,Male,43A,DEM,5431,2829,2867,2620
1697,35-50,Male,43A,OTH,215,59,67,54
1698,35-50,Male,43A,REP,468,181,171,141
1699,35-50,Male,43A,UNA,1641,626,626,514
1700,35-50,Male,43B,DEM,1586,1213,1174,990
1701,35-50,Male,43B,OTH,74,32,30,20
1702,35-50,Male,43B,REP,477,353,337,289
1703,35-50,Male,43B,UNA,880,556,525,400
1704,35-50,Male,44A,DEM,1432,901,878,723
1705,35-50,Male,44A,OTH,131,54,54,44
1706,35-50,Male,44A,REP,861,566,490,389
1707,35-50,Male,44A,UNA,956,492,467,359
1708,35-50,Male,44B,DEM,3953,2310,2352,2095
1709,35-50,Male,44B,OTH,184,76,71,64
1710,35-50,Male,44B,REP,1112,734,657,536
1711,35-50,Male,44B,UNA,1860,947,892,730
1712,35-50,Male,45,DEM,7556,3371,3549,3265
1713,35-50,Male,45,OTH,368,107,97,83
1714,35-50,Male,45,REP,868,334,285,261
1715,35-50,Male,45,UNA,2485,910,851,742
1716,35-50,Male,46,DEM,7130,4208,3890,3099
1717,35-50,Male,46,OTH,360,132,106,91
1718,35-50,Male,46,REP,1710,785,771,610
1719,35-50,Male,46,UNA,3554,1482,1369,930
1720,35-50,Male,47A,DEM,4021,1950,1936,1461
1721,35-50,Male,47A,OTH,222,66,48,37
1722,35-50,Male,47A,REP,521,263,196,139
1723,35-50,Male,47A,UNA,1513,593,541,400
1724,35-50,Male,47B,DEM,1006,455,481,364
1725,35-50,Male,47B,OTH,80,19,11,5
1726,35-50,Male,47B,REP,164,77,64,41
1727,35-50,Male,47B,UNA,501,186,159,108
1728,51-64,Female,36,DEM,1233,1032,983,897
1729,51-64,Female,36,OTH,37,25,25,19
1730,51-64,Female,36,REP,2332,2053,1991,1825
1731,51-64,Female,36,UNA,734,553,528,457
1732,51-64,Female,01A,DEM,659,504,456,395
1733,51-64,Female,01A,OTH,49,29,27,29
1734,51-64,Female,01A,REP,2538,2122,1977,1814
1735,51-64,Female,01A,UNA,478,299,255,225
1736,51-64,Female,01B,DEM,1044,747,691,645
1737,51-64,Female,01B,OTH,53,26,20,22
1738,51-64,Female,01B,REP,2112,1717,1600,1503
1739,51-64,Female,01B,UNA,638,387,339,297
1740,51-64,Female,01C,DEM,855,637,617,583
1741,51-64,Female,01C,OTH,35,22,15,14
1742,51-64,Female,01C,REP,2397,2041,1914,1797
1743,51-64,Female,01C,UNA,647,422,370,327
1744,51-64,Female,02A,DEM,2240,1852,1737,1629
1745,51-64,Female,02A,OTH,87,54,50,44
1746,51-64,Female,02A,REP,4172,3596,3393,3253
1747,51-64,Female,02A,UNA,1498,1102,969,896
1748,51-64,Female,02B,DEM,1400,951,915,841
1749,51-64,Female,02B,OTH,39,23,15,13
1750,51-64,Female,02B,REP,1063,783,723,647
1751,51-64,Female,02B,UNA,606,330,296,268
1752,51-64,Female,03,DEM,5424,4435,4360,3973
1753,51-64,Female,03,OTH,106,67,57,57
1754,51-64,Female,03,REP,2908,2340,2323,2122
1755,51-64,Female,03,UNA,2203,1509,1490,1228
1756,51-64,Female,04,DEM,4359,3766,3732,3442
1757,51-64,Female,04,OTH,94,69,57,47
1758,51-64,Female,04,REP,5907,5114,5106,4824
1759,51-64,Female,04,UNA,2694,2109,2019,1799
1760,51-64,Female,05,DEM,3420,2958,2914,2728
1761,51-64,Female,05,OTH,146,105,97,88
1762,51-64,Female,05,REP,6780,5945,5910,5509
1763,51-64,Female,05,UNA,2381,1823,1788,1558
1764,51-64,Female,06,DEM,4380,3073,3037,2875
1765,51-64,Female,06,OTH,170,81,81,68
1766,51-64,Female,06,REP,3654,2920,2821,2581
1767,51-64,Female,06,UNA,1656,948,906,780
1768,51-64,Female,07A,DEM,2913,2352,2334,2180
1769,51-64,Female,07A,OTH,86,64,66,59
1770,51-64,Female,07A,REP,3258,2819,2709,2556
1771,51-64,Female,07A,UNA,1256,904,859,759
1772,51-64,Female,07B,DEM,1221,1024,1026,944
1773,51-64,Female,07B,OTH,47,30,35,35
1774,51-64,Female,07B,REP,2283,1999,1998,1878
1775,51-64,Female,07B,UNA,699,543,542,488
1776,51-64,Female,08,DEM,5849,4545,4534,4270
1777,51-64,Female,08,OTH,120,80,74,54
1778,51-64,Female,08,REP,2491,1965,1911,1811
1779,51-64,Female,08,UNA,1589,1011,969,829
1780,51-64,Female,09A,DEM,3733,3213,3248,2955
1781,51-64,Female,09A,OTH,93,68,62,58
1782,51-64,Female,09A,REP,2936,2537,2570,2407
1783,51-64,Female,09A,UNA,2022,1599,1613,1350
1784,51-64,Female,09B,DEM,1841,1589,1598,1463
1785,51-64,Female,09B,OTH,44,32,27,27
1786,51-64,Female,09B,REP,851,691,709,664
1787,51-64,Female,09B,UNA,874,692,683,587
1788,51-64,Female,10,DEM,8399,7029,7076,6673
1789,51-64,Female,10,OTH,128,77,77,73
1790,51-64,Female,10,REP,1599,1314,1303,1208
1791,51-64,Female,10,UNA,1505,1028,1031,914
1792,51-64,Female,11A,DEM,2583,2189,2185,2048
1793,51-64,Female,11A,OTH,41,29,26,24
1794,51-64,Female,11A,REP,441,355,355,325
1795,51-64,Female,11A,UNA,483,326,331,260
1796,51-64,Female,11B,DEM,4234,3678,3613,3437
1797,51-64,Female,11B,OTH,66,45,48,40
1798,51-64,Female,11B,REP,1893,1597,1579,1474
1799,51-64,Female,11B,UNA,1254,895,888,759
1800,51-64,Female,12A,DEM,4621,3936,3884,3612
1801,51-64,Female,12A,OTH,101,63,66,61
1802,51-64,Female,12A,REP,1579,1338,1326,1232
1803,51-64,Female,12A,UNA,1514,1080,1117,948
1804,51-64,Female,12B,DEM,1743,1273,1290,1172
1805,51-64,Female,12B,OTH,47,24,27,24
1806,51-64,Female,12B,REP,963,728,719,633
1807,51-64,Female,12B,UNA,630,365,369,307
1808,51-64,Female,13,DEM,6590,5695,5659,5249
1809,51-64,Female,13,OTH,134,96,82,73
1810,51-64,Female,13,REP,2091,1720,1710,1587
1811,51-64,Female,13,UNA,2168,1608,1643,1377
1812,51-64,Female,14,DEM,7186,6066,6133,5615
1813,51-64,Female,14,OTH,118,74,81,67
1814,51-64,Female,14,REP,2495,2050,2037,1871
1815,51-64,Female,14,UNA,2298,1640,1643,1432
1816,51-64,Female,15,DEM,7088,5971,6103,5545
1817,51-64,Female,15,OTH,167,111,110,84
1818,51-64,Female,15,REP,2428,1945,1985,1761
1819,51-64,Female,15,UNA,3396,2497,2509,2122
1820,51-64,Female,16,DEM,7744,6790,6583,5905
1821,51-64,Female,16,OTH,119,84,87,68
1822,51-64,Female,16,REP,1638,1313,1279,1155
1823,51-64,Female,16,UNA,2681,2050,1937,1644
1824,51-64,Female,17,DEM,5852,4806,4731,4218
1825,51-64,Female,17,OTH,148,88,72,66
1826,51-64,Female,17,REP,1529,1162,1149,983
1827,51-64,Female,17,UNA,2352,1602,1556,1292
1828,51-64,Female,18,DEM,6686,5687,5535,5079
1829,51-64,Female,18,OTH,106,73,69,65
1830,51-64,Female,18,REP,1223,928,928,808
1831,51-64,Female,18,UNA,1809,1313,1254,1054
1832,51-64,Female,19,DEM,6004,4900,4826,4345
1833,51-64,Female,19,OTH,107,73,71,48
1834,51-64,Female,19,REP,1516,1198,1171,1026
1835,51-64,Female,19,UNA,1982,1392,1382,1096
1836,51-64,Female,20,DEM,6931,5635,5585,5028
1837,51-64,Female,20,OTH,99,51,54,45
1838,51-64,Female,20,REP,720,528,484,392
1839,51-64,Female,20,UNA,1337,827,792,647
1840,51-64,Female,21,DEM,5925,4472,4466,4052
1841,51-64,Female,21,OTH,226,81,77,67
1842,51-64,Female,21,REP,1260,927,935,835
1843,51-64,Female,21,UNA,1377,885,868,733
1844,51-64,Female,22,DEM,6826,4958,5028,4577
1845,51-64,Female,22,OTH,226,61,64,60
1846,51-64,Female,22,REP,556,353,335,294
1847,51-64,Female,22,UNA,1080,623,602,509
1848,51-64,Female,23,DEM,12655,10429,10556,9910
1849,51-64,Female,23,OTH,277,111,107,97
1850,51-64,Female,23,REP,1311,927,954,846
1851,51-64,Female,23,UNA,1722,1185,1187,1045
1852,51-64,Female,24,DEM,11694,8648,8827,8139
1853,51-64,Female,24,OTH,278,67,64,58
1854,51-64,Female,24,REP,550,323,330,273
1855,51-64,Female,24,UNA,1156,672,685,595
1856,51-64,Female,25,DEM,12954,9839,9984,9267
1857,51-64,Female,25,OTH,246,71,79,70
1858,51-64,Female,25,REP,460,247,244,217
1859,51-64,Female,25,UNA,1059,622,606,516
1860,51-64,Female,26,DEM,11368,8395,8511,7816
1861,51-64,Female,26,OTH,259,78,72,64
1862,51-64,Female,26,REP,683,390,400,318
1863,51-64,Female,26,UNA,1170,686,663,560
1864,51-64,Female,27A,DEM,3980,3315,3309,3058
1865,51-64,Female,27A,OTH,54,28,29,24
1866,51-64,Female,27A,REP,669,521,538,480
1867,51-64,Female,27A,UNA,566,377,365,309
1868,51-64,Female,27B,DEM,3141,2603,2560,2419
1869,51-64,Female,27B,OTH,80,36,34,36
1870,51-64,Female,27B,REP,1365,1161,1093,1073
1871,51-64,Female,27B,UNA,775,558,508,458
1872,51-64,Female,27C,DEM,1674,1433,1369,1329
1873,51-64,Female,27C,OTH,41,31,26,23
1874,51-64,Female,27C,REP,2245,1970,1823,1822
1875,51-64,Female,27C,UNA,803,625,562,519
1876,51-64,Female,28,DEM,10073,8583,8492,7902
1877,51-64,Female,28,OTH,130,83,71,66
1878,51-64,Female,28,REP,3068,2552,2514,2272
1879,51-64,Female,28,UNA,2078,1462,1429,1233
1880,51-64,Female,29A,DEM,1263,1029,992,924
1881,51-64,Female,29A,OTH,41,29,24,21
1882,51-64,Female,29A,REP,2324,2040,1939,1790
1883,51-64,Female,29A,UNA,715,527,500,435
1884,51-64,Female,29B,DEM,1493,1141,1137,1035
1885,51-64,Female,29B,OTH,34,19,16,11
1886,51-64,Female,29B,REP,1151,938,910,805
1887,51-64,Female,29B,UNA,561,394,356,301
1888,51-64,Female,29C,DEM,1450,1204,1150,1087
1889,51-64,Female,29C,OTH,74,52,41,37
1890,51-64,Female,29C,REP,2208,1925,1769,1705
1891,51-64,Female,29C,UNA,822,614,560,497
1892,51-64,Female,30A,DEM,3682,3188,3047,2805
1893,51-64,Female,30A,OTH,78,54,51,51
1894,51-64,Female,30A,REP,2252,1898,1873,1685
1895,51-64,Female,30A,UNA,1431,1088,1030,888
1896,51-64,Female,30B,DEM,1478,1296,1253,1120
1897,51-64,Female,30B,OTH,39,28,27,24
1898,51-64,Female,30B,REP,1946,1672,1668,1526
1899,51-64,Female,30B,UNA,928,703,670,570
1900,51-64,Female,31,DEM,4190,3433,3397,3125
1901,51-64,Female,31,OTH,111,61,61,52
1902,51-64,Female,31,REP,5719,4839,4817,4424
1903,51-64,Female,31,UNA,2460,1808,1762,1487
1904,51-64,Female,32,DEM,6054,4805,4796,4324
1905,51-64,Female,32,OTH,138,78,79,66
1906,51-64,Female,32,REP,2517,1941,1968,1732
1907,51-64,Female,32,UNA,1864,1244,1207,1003
1908,51-64,Female,33A,DEM,2006,1651,1696,1545
1909,51-64,Female,33A,OTH,51,37,31,29
1910,51-64,Female,33A,REP,922,747,751,700
1911,51-64,Female,33A,UNA,772,563,556,478
1912,51-64,Female,33B,DEM,1686,1492,1475,1341
1913,51-64,Female,33B,OTH,47,39,36,34
1914,51-64,Female,33B,REP,1858,1638,1608,1449
1915,51-64,Female,33B,UNA,920,741,706,614
1916,51-64,Female,33C,DEM,1662,1470,1454,1327
1917,51-64,Female,33C,OTH,49,39,35,32
1918,51-64,Female,33C,REP,1631,1416,1426,1327
1919,51-64,Female,33C,UNA,831,675,647,566
1920,51-64,Female,34A,DEM,3933,3123,3178,2893
1921,51-64,Female,34A,OTH,92,54,53,41
1922,51-64,Female,34A,REP,2469,1999,1957,1760
1923,51-64,Female,34A,UNA,1415,935,908,791
1924,51-64,Female,34B,DEM,1382,1179,1167,1085
1925,51-64,Female,34B,OTH,34,22,22,19
1926,51-64,Female,34B,REP,1995,1764,1711,1632
1927,51-64,Female,34B,UNA,771,586,579,502
1928,51-64,Female,35A,DEM,2113,1857,1822,1694
1929,51-64,Female,35A,OTH,100,70,66,57
1930,51-64,Female,35A,REP,5327,4799,4750,4513
1931,51-64,Female,35A,UNA,1424,1126,1089,974
1932,51-64,Female,35B,DEM,1052,800,714,678
1933,51-64,Female,35B,OTH,49,34,29,25
1934,51-64,Female,35B,REP,2408,2081,1889,1802
1935,51-64,Female,35B,UNA,746,505,394,360
1936,51-64,Female,36,DEM,2876,2195,1981,1781
1937,51-64,Female,36,OTH,114,85,69,58
1938,51-64,Female,36,REP,4224,3604,3354,3018
1939,51-64,Female,36,UNA,1679,1166,1030,838
1940,51-64,Female,37A,DEM,2021,1425,1431,1313
1941,51-64,Female,37A,OTH,55,23,25,20
1942,51-64,Female,37A,REP,833,652,622,559
1943,51-64,Female,37A,UNA,459,273,264,223
1944,51-64,Female,37B,DEM,2876,2366,2292,2070
1945,51-64,Female,37B,OTH,88,57,55,51
1946,51-64,Female,37B,REP,4270,3690,3597,3309
1947,51-64,Female,37B,UNA,1457,1058,988,847
1948,51-64,Female,38A,DEM,1633,1247,1240,1116
1949,51-64,Female,38A,OTH,42,25,24,21
1950,51-64,Female,38A,REP,1853,1578,1526,1399
1951,51-64,Female,38A,UNA,625,409,377,330
1952,51-64,Female,38B,DEM,1379,1039,1015,904
1953,51-64,Female,38B,OTH,56,34,28,23
1954,51-64,Female,38B,REP,1050,843,847,762
1955,51-64,Female,38B,UNA,559,358,315,271
1956,51-64,Female,38C,DEM,1342,1057,1002,894
1957,51-64,Female,38C,OTH,78,56,55,47
1958,51-64,Female,38C,REP,2642,2233,2131,1922
1959,51-64,Female,38C,UNA,901,625,589,490
1960,51-64,Female,39,DEM,6492,5166,5165,4633
1961,51-64,Female,39,OTH,145,94,84,63
1962,51-64,Female,39,REP,1714,1323,1276,1106
1963,51-64,Female,39,UNA,2304,1557,1526,1276
1964,51-64,Female,40,DEM,7817,4650,4816,4812
1965,51-64,Female,40,OTH,113,32,35,36
1966,51-64,Female,40,REP,525,254,250,238
1967,51-64,Female,40,UNA,900,366,366,342
1968,51-64,Female,41,DEM,8865,6371,6524,6198
1969,51-64,Female,41,OTH,98,44,43,39
1970,51-64,Female,41,REP,635,374,374,340
1971,51-64,Female,41,UNA,889,461,454,394
1972,51-64,Female,42A,DEM,1409,1258,1246,1151
1973,51-64,Female,42A,OTH,46,38,38,32
1974,51-64,Female,42A,REP,2092,1851,1897,1753
1975,51-64,Female,42A,UNA,719,586,586,503
1976,51-64,Female,42B,DEM,1593,1321,1343,1259
1977,51-64,Female,42B,OTH,44,33,31,28
1978,51-64,Female,42B,REP,991,850,826,797
1979,51-64,Female,42B,UNA,582,425,423,363
1980,51-64,Female,42C,DEM,1033,903,885,816
1981,51-64,Female,42C,OTH,41,28,25,25
1982,51-64,Female,42C,REP,2634,2308,2311,2162
1983,51-64,Female,42C,UNA,743,567,545,494
1984,51-64,Female,43A,DEM,5678,4049,4137,4027
1985,51-64,Female,43A,OTH,59,23,24,24
1986,51-64,Female,43A,REP,259,126,131,126
1987,51-64,Female,43A,UNA,576,303,298,260
1988,51-64,Female,43B,DEM,1794,1532,1547,1451
1989,51-64,Female,43B,OTH,24,20,13,14
1990,51-64,Female,43B,REP,451,369,372,344
1991,51-64,Female,43B,UNA,397,294,293,254
1992,51-64,Female,44A,DEM,1416,1070,1069,982
1993,51-64,Female,44A,OTH,40,26,24,20
1994,51-64,Female,44A,REP,685,522,512,473
1995,51-64,Female,44A,UNA,477,307,289,243
1996,51-64,Female,44B,DEM,5516,4503,4573,4307
1997,51-64,Female,44B,OTH,94,51,53,48
1998,51-64,Female,44B,REP,990,777,766,678
1999,51-64,Female,44B,UNA,915,611,605,530
2000,51-64,Female,45,DEM,9143,6279,6400,6307
2001,51-64,Female,45,OTH,122,54,48,46
2002,51-64,Female,45,REP,628,309,322,306
2003,51-64,Female,45,UNA,933,454,435,449
2004,51-64,Female,46,DEM,4535,2864,2832,2644
2005,51-64,Female,46,OTH,76,32,31,30
2006,51-64,Female,46,REP,855,464,458,418
2007,51-64,Female,46,UNA,987,452,434,369
2008,51-64,Female,47A,DEM,4294,2887,2875,2567
2009,51-64,Female,47A,OTH,136,38,43,36
2010,51-64,Female,47A,REP,260,154,146,120
2011,51-64,Female,47A,UNA,560,306,284,230
2012,51-64,Female,47B,DEM,1029,667,666,590
2013,51-64,Female,47B,OTH,53,14,18,11
2014,51-64,Female,47B,REP,121,70,65,48
2015,51-64,Female,47B,UNA,194,88,72,59
2016,51-64,Male,36,DEM,747,586,561,480
2017,51-64,Male,36,OTH,66,48,40,38
2018,51-64,Male,36,REP,2363,2035,1996,1795
2019,51-64,Male,36,UNA,813,610,585,518
2020,51-64,Male,01A,DEM,440,319,290,250
2021,51-64,Male,01A,OTH,47,28,26,20
2022,51-64,Male,01A,REP,2545,2069,1948,1762
2023,51-64,Male,01A,UNA,444,293,260,220
2024,51-64,Male,01B,DEM,781,518,488,438
2025,51-64,Male,01B,OTH,61,34,35,29
2026,51-64,Male,01B,REP,2049,1600,1487,1391
2027,51-64,Male,01B,UNA,626,368,312,306
2028,51-64,Male,01C,DEM,626,456,428,386
2029,51-64,Male,01C,OTH,39,25,16,16
2030,51-64,Male,01C,REP,2483,2051,1893,1793
2031,51-64,Male,01C,UNA,615,413,387,341
2032,51-64,Male,02A,DEM,1482,1153,1083,999
2033,51-64,Male,02A,OTH,107,73,65,63
2034,51-64,Male,02A,REP,4413,3723,3456,3285
2035,51-64,Male,02A,UNA,1537,1153,1013,931
2036,51-64,Male,02B,DEM,1050,631,595,529
2037,51-64,Male,02B,OTH,55,25,20,19
2038,51-64,Male,02B,REP,1069,730,678,635
2039,51-64,Male,02B,UNA,626,336,306,262
2040,51-64,Male,03,DEM,3686,2799,2731,2407
2041,51-64,Male,03,OTH,157,91,82,71
2042,51-64,Male,03,REP,3170,2442,2448,2214
2043,51-64,Male,03,UNA,2542,1797,1734,1444
2044,51-64,Male,04,DEM,2869,2434,2334,2119
2045,51-64,Male,04,OTH,160,106,105,87
2046,51-64,Male,04,REP,6438,5495,5412,5066
2047,51-64,Male,04,UNA,3138,2446,2385,2074
2048,51-64,Male,05,DEM,2144,1760,1748,1573
2049,51-64,Male,05,OTH,208,142,146,138
2050,51-64,Male,05,REP,7099,6125,6053,5574
2051,51-64,Male,05,UNA,2608,1997,1942,1700
2052,51-64,Male,06,DEM,3249,2009,2032,1780
2053,51-64,Male,06,OTH,155,78,67,62
2054,51-64,Male,06,REP,3905,2921,2772,2509
2055,51-64,Male,06,UNA,1757,1007,948,824
2056,51-64,Male,07A,DEM,2013,1523,1505,1374
2057,51-64,Male,07A,OTH,122,84,76,79
2058,51-64,Male,07A,REP,3278,2718,2641,2523
2059,51-64,Male,07A,UNA,1417,1017,926,825
2060,51-64,Male,07B,DEM,820,661,656,597
2061,51-64,Male,07B,OTH,79,59,56,50
2062,51-64,Male,07B,REP,2359,2080,2040,1891
2063,51-64,Male,07B,UNA,828,613,619,546
2064,51-64,Male,08,DEM,3850,2628,2646,2383
2065,51-64,Male,08,OTH,163,91,85,75
2066,51-64,Male,08,REP,2614,1986,1888,1793
2067,51-64,Male,08,UNA,1675,1072,992,872
2068,51-64,Male,09A,DEM,2668,2249,2248,2013
2069,51-64,Male,09A,OTH,110,76,75,62
2070,51-64,Male,09A,REP,3205,2732,2726,2497
2071,51-64,Male,09A,UNA,2457,2017,1960,1618
2072,51-64,Male,09B,DEM,1338,1106,1111,989
2073,51-64,Male,09B,OTH,42,30,28,25
2074,51-64,Male,09B,REP,997,842,827,755
2075,51-64,Male,09B,UNA,1112,872,870,707
2076,51-64,Male,10,DEM,5411,4149,4211,3822
2077,51-64,Male,10,OTH,159,94,86,77
2078,51-64,Male,10,REP,1792,1395,1375,1256
2079,51-64,Male,10,UNA,1800,1233,1242,1076
2080,51-64,Male,11A,DEM,1532,1179,1204,1078
2081,51-64,Male,11A,OTH,43,20,21,17
2082,51-64,Male,11A,REP,477,374,365,351
2083,51-64,Male,11A,UNA,557,390,389,330
2084,51-64,Male,11B,DEM,2790,2261,2257,2035
2085,51-64,Male,11B,OTH,95,60,61,57
2086,51-64,Male,11B,REP,1923,1620,1562,1459
2087,51-64,Male,11B,UNA,1341,983,927,807
2088,51-64,Male,12A,DEM,2942,2418,2421,2184
2089,51-64,Male,12A,OTH,98,72,71,60
2090,51-64,Male,12A,REP,1773,1465,1485,1358
2091,51-64,Male,12A,UNA,1726,1289,1258,1075
2092,51-64,Male,12B,DEM,1241,789,819,694
2093,51-64,Male,12B,OTH,60,24,29,26
2094,51-64,Male,12B,REP,1091,748,729,665
2095,51-64,Male,12B,UNA,676,377,361,315
2096,51-64,Male,13,DEM,4500,3666,3624,3281
2097,51-64,Male,13,OTH,179,105,110,90
2098,51-64,Male,13,REP,2445,1991,1971,1793
2099,51-64,Male,13,UNA,2761,2091,2038,1728
2100,51-64,Male,14,DEM,4846,3898,3901,3467
2101,51-64,Male,14,OTH,154,100,97,80
2102,51-64,Male,14,REP,2706,2163,2165,1929
2103,51-64,Male,14,UNA,2690,2014,1989,1675
2104,51-64,Male,15,DEM,4815,4023,4012,3537
2105,51-64,Male,15,OTH,185,127,123,99
2106,51-64,Male,15,REP,2751,2237,2215,1930
2107,51-64,Male,15,UNA,3918,2921,2915,2403
2108,51-64,Male,16,DEM,5306,4640,4490,3951
2109,51-64,Male,16,OTH,114,83,82,60
2110,51-64,Male,16,REP,2095,1655,1642,1450
2111,51-64,Male,16,UNA,3175,2482,2334,1932
2112,51-64,Male,17,DEM,3999,3129,3102,2742
2113,51-64,Male,17,OTH,144,81,84,59
2114,51-64,Male,17,REP,1712,1245,1200,1090
