,age_bracket,Gender,Legislative,Party,Count,voted_2024,voted_2020,voted_2016
2662,65+,Male,11B,REP,2504,2125,2164,2042
2663,65+,Male,11B,UNA,1336,1037,1047,929
2664,65+,Male,12A,DEM,3184,2692,2733,2638
2665,65+,Male,12A,OTH,78,54,57,54
2666,65+,Male,12A,REP,1391,1142,1185,1113
2667,65+,Male,12A,UNA,1214,949,953,847
2668,65+,Male,12B,DEM,1249,860,900,835
2669,65+,Male,12B,OTH,38,17,20,14
2670,65+,Male,12B,REP,983,753,763,708
2671,65+,Male,12B,UNA,412,258,265,217
2672,65+,Male,13,DEM,4376,3671,3725,3513
2673,65+,Male,13,OTH,100,71,68,69
2674,65+,Male,13,REP,2197,1834,1844,1744
2675,65+,Male,13,UNA,1786,1363,1347,1205
2676,65+,Male,14,DEM,6256,5276,5357,5051
2677,65+,Male,14,OTH,110,79,80,70
2678,65+,Male,14,REP,3002,2500,2540,2419
2679,65+,Male,14,UNA,2359,1737,1780,1578
2680,65+,Male,15,DEM,5334,4461,4570,4295
2681,65+,Male,15,OTH,125,76,88,73
2682,65+,Male,15,REP,2622,2084,2151,2026
2683,65+,Male,15,UNA,2737,1913,2036,1789
2684,65+,Male,16,DEM,7841,6855,6760,6355
2685,65+,Male,16,OTH,122,86,91,82
2686,65+,Male,16,REP,2181,1701,1750,1623
2687,65+,Male,16,UNA,2866,2193,2137,1892
2688,65+,Male,17,DEM,4996,4041,4020,3706
2689,65+,Male,17,OTH,104,60,69,65
2690,65+,Male,17,REP,1798,1315,1370,1270
2691,65+,Male,17,UNA,2195,1482,1495,1318
2692,65+,Male,18,DEM,5737,4707,4736,4451
2693,65+,Male,18,OTH,118,72,73,79
2694,65+,Male,18,REP,1555,1166,1201,1117
2695,65+,Male,18,UNA,1741,1249,1244,1108
2696,65+,Male,19,DEM,6449,5212,5167,4766
2697,65+,Male,19,OTH,133,80,90,81
2698,65+,Male,19,REP,2445,1913,1919,1785
2699,65+,Male,19,UNA,2346,1663,1676,1427
2700,65+,Male,20,DEM,5366,4325,4332,4088
2701,65+,Male,20,OTH,78,42,47,38
2702,65+,Male,20,REP,956,672,687,654
2703,65+,Male,20,UNA,1372,934,946,835
2704,65+,Male,21,DEM,4543,3366,3370,3117
2705,65+,Male,21,OTH,255,110,119,122
2706,65+,Male,21,REP,1736,1220,1270,1192
2707,65+,Male,21,UNA,1312,874,892,784
2708,65+,Male,22,DEM,5149,3504,3675,3409
2709,65+,Male,22,OTH,250,87,108,95
2710,65+,Male,22,REP,827,544,550,518
2711,65+,Male,22,UNA,908,568,579,508
2712,65+,Male,23,DEM,7083,5528,5748,5410
2713,65+,Male,23,OTH,251,109,113,112
2714,65+,Male,23,REP,1637,1172,1244,1192
2715,65+,Male,23,UNA,1164,840,851,760
2716,65+,Male,24,DEM,8439,5767,6082,5647
2717,65+,Male,24,OTH,247,70,77,70
2718,65+,Male,24,REP,652,386,427,403
2719,65+,Male,24,UNA,876,516,527,465
2720,65+,Male,25,DEM,8230,5800,6082,5573
2721,65+,Male,25,OTH,171,42,54,45
2722,65+,Male,25,REP,553,291,320,297
2723,65+,Male,25,UNA,682,386,428,378
2724,65+,Male,26,DEM,9331,6560,6922,6518
2725,65+,Male,26,OTH,276,84,91,85
2726,65+,Male,26,REP,868,535,573,524
2727,65+,Male,26,UNA,939,579,620,535
2728,65+,Male,27A,DEM,1914,1456,1512,1366
2729,65+,Male,27A,OTH,41,27,23,24
2730,65+,Male,27A,REP,689,545,555,554
2731,65+,Male,27A,UNA,383,260,254,223
2732,65+,Male,27B,DEM,2174,1677,1684,1589
2733,65+,Male,27B,OTH,72,39,41,38
2734,65+,Male,27B,REP,1203,987,934,938
2735,65+,Male,27B,UNA,545,417,403,369
2736,65+,Male,27C,DEM,1452,1197,1169,1131
2737,65+,Male,27C,OTH,47,34,32,29
2738,65+,Male,27C,REP,1797,1579,1508,1501
2739,65+,Male,27C,UNA,547,443,416,406
2740,65+,Male,28,DEM,4893,3910,3968,3626
2741,65+,Male,28,OTH,101,70,74,64
2742,65+,Male,28,REP,2834,2341,2363,2247
2743,65+,Male,28,UNA,1256,932,937,806
2744,65+,Male,29A,DEM,1313,1069,1035,981
2745,65+,Male,29A,OTH,33,24,18,20
2746,65+,Male,29A,REP,1850,1624,1546,1462
2747,65+,Male,29A,UNA,467,358,352,308
2748,65+,Male,29B,DEM,921,729,727,671
2749,65+,Male,29B,OTH,27,24,22,18
2750,65+,Male,29B,REP,914,774,779,723
2751,65+,Male,29B,UNA,347,259,248,220
2752,65+,Male,29C,DEM,1349,1130,1081,1027
2753,65+,Male,29C,OTH,42,28,30,22
2754,65+,Male,29C,REP,1854,1623,1526,1480
2755,65+,Male,29C,UNA,640,519,460,409
2756,65+,Male,30A,DEM,3857,3274,3261,3022
2757,65+,Male,30A,OTH,72,54,50,50
2758,65+,Male,30A,REP,2787,2359,2360,2202
2759,65+,Male,30A,UNA,1618,1327,1294,1105
2760,65+,Male,30B,DEM,1548,1325,1299,1188
2761,65+,Male,30B,OTH,41,31,34,28
2762,65+,Male,30B,REP,1926,1641,1642,1528
2763,65+,Male,30B,UNA,750,588,581,510
2764,65+,Male,31,DEM,3410,2704,2773,2619
2765,65+,Male,31,OTH,89,59,58,55
2766,65+,Male,31,REP,5024,4275,4330,4052
2767,65+,Male,31,UNA,1767,1376,1402,1250
2768,65+,Male,32,DEM,3402,2545,2684,2459
2769,65+,Male,32,OTH,86,47,51,42
2770,65+,Male,32,REP,2545,1997,2086,1943
2771,65+,Male,32,UNA,1278,870,919,789
2772,65+,Male,33A,DEM,908,719,719,660
2773,65+,Male,33A,OTH,24,17,18,16
2774,65+,Male,33A,REP,760,615,637,588
2775,65+,Male,33A,UNA,443,320,325,273
2776,65+,Male,33B,DEM,1457,1262,1289,1194
2777,65+,Male,33B,OTH,40,34,33,27
2778,65+,Male,33B,REP,1986,1682,1715,1620
2779,65+,Male,33B,UNA,852,723,735,649
2780,65+,Male,33C,DEM,1452,1277,1282,1214
2781,65+,Male,33C,OTH,38,29,32,27
2782,65+,Male,33C,REP,1656,1457,1481,1395
2783,65+,Male,33C,UNA,739,605,608,544
2784,65+,Male,34A,DEM,2567,2081,2093,1922
2785,65+,Male,34A,OTH,74,50,52,43
2786,65+,Male,34A,REP,2322,1979,1968,1843
2787,65+,Male,34A,UNA,1044,823,786,678
2788,65+,Male,34B,DEM,1195,993,1012,942
2789,65+,Male,34B,OTH,35,31,31,27
2790,65+,Male,34B,REP,1888,1676,1669,1617
2791,65+,Male,34B,UNA,593,491,479,445
2792,65+,Male,35A,DEM,2210,1893,1932,1821
2793,65+,Male,35A,OTH,74,62,62,56
2794,65+,Male,35A,REP,4810,4368,4381,4212
2795,65+,Male,35A,UNA,1196,1029,1008,929
2796,65+,Male,35B,DEM,1053,791,733,715
2797,65+,Male,35B,OTH,47,31,29,25
2798,65+,Male,35B,REP,1967,1720,1583,1545
2799,65+,Male,35B,UNA,559,409,364,329
2800,65+,Male,36,DEM,3146,2565,2454,2251
2801,65+,Male,36,OTH,99,72,68,68
2802,65+,Male,36,REP,4326,3769,3575,3295
2803,65+,Male,36,UNA,1439,1120,1006,875
2804,65+,Male,37A,DEM,1652,1137,1182,1052
2805,65+,Male,37A,OTH,18,8,10,8
2806,65+,Male,37A,REP,843,696,685,640
2807,65+,Male,37A,UNA,313,179,166,147
2808,65+,Male,37B,DEM,3696,3135,3073,2775
2809,65+,Male,37B,OTH,113,81,86,80
2810,65+,Male,37B,REP,5426,4795,4705,4404
2811,65+,Male,37B,UNA,1680,1349,1270,1082
2812,65+,Male,38A,DEM,1624,1220,1248,1123
2813,65+,Male,38A,OTH,51,33,35,31
2814,65+,Male,38A,REP,2181,1897,1869,1751
2815,65+,Male,38A,UNA,593,430,409,352
2816,65+,Male,38B,DEM,1258,992,989,898
2817,65+,Male,38B,OTH,32,24,25,24
2818,65+,Male,38B,REP,1351,1169,1146,1071
2819,65+,Male,38B,UNA,458,351,330,290
2820,65+,Male,38C,DEM,1818,1485,1462,1315
2821,65+,Male,38C,OTH,99,73,69,67
2822,65+,Male,38C,REP,3478,2948,2939,2684
2823,65+,Male,38C,UNA,1091,848,851,744
2824,65+,Male,39,DEM,4054,3113,3194,2942
2825,65+,Male,39,OTH,111,76,77,74
2826,65+,Male,39,REP,1808,1335,1356,1250
2827,65+,Male,39,UNA,1840,1221,1278,1091
2828,65+,Male,40,DEM,6429,3460,3695,3575
2829,65+,Male,40,OTH,70,33,28,30
2830,65+,Male,40,REP,587,291,288,277
2831,65+,Male,40,UNA,675,293,308,280
2832,65+,Male,41,DEM,7824,5345,5556,5210
2833,65+,Male,41,OTH,72,36,39,36
2834,65+,Male,41,REP,881,581,558,544
2835,65+,Male,41,UNA,858,459,456,386
2836,65+,Male,42A,DEM,1754,1557,1590,1503
2837,65+,Male,42A,OTH,79,67,67,60
2838,65+,Male,42A,REP,2416,2161,2190,2101
2839,65+,Male,42A,UNA,816,686,695,641
2840,65+,Male,42B,DEM,1469,1268,1276,1218
2841,65+,Male,42B,OTH,46,33,33,37
2842,65+,Male,42B,REP,1260,1093,1095,1074
2843,65+,Male,42B,UNA,564,431,447,375
2844,65+,Male,42C,DEM,1017,861,869,831
2845,65+,Male,42C,OTH,50,43,41,42
2846,65+,Male,42C,REP,2467,2212,2208,2116
2847,65+,Male,42C,UNA,569,468,461,426
2848,65+,Male,43A,DEM,4868,3292,3429,3274
2849,65+,Male,43A,OTH,55,28,27,33
2850,65+,Male,43A,REP,365,205,220,214
2851,65+,Male,43A,UNA,509,280,297,270
2852,65+,Male,43B,DEM,1412,1209,1234,1156
2853,65+,Male,43B,OTH,24,16,17,15
2854,65+,Male,43B,REP,605,516,530,500
2855,65+,Male,43B,UNA,338,263,260,223
2856,65+,Male,44A,DEM,1363,1088,1088,1009
2857,65+,Male,44A,OTH,36,23,25,21
2858,65+,Male,44A,REP,948,761,766,726
2859,65+,Male,44A,UNA,408,284,277,245
2860,65+,Male,44B,DEM,4500,3622,3723,3515
2861,65+,Male,44B,OTH,85,52,54,52
2862,65+,Male,44B,REP,1102,863,897,835
2863,65+,Male,44B,UNA,738,503,518,457
2864,65+,Male,45,DEM,6195,3793,3987,3738
2865,65+,Male,45,OTH,71,33,29,30
2866,65+,Male,45,REP,758,458,451,431
2867,65+,Male,45,UNA,669,332,338,317
2868,65+,Male,46,DEM,3852,2291,2342,2208
2869,65+,Male,46,OTH,56,29,31,28
2870,65+,Male,46,REP,893,524,549,483
2871,65+,Male,46,UNA,739,349,348,302
2872,65+,Male,47A,DEM,3728,2287,2466,2215
2873,65+,Male,47A,OTH,139,46,50,39
2874,65+,Male,47A,REP,326,198,201,188
2875,65+,Male,47A,UNA,440,236,250,211
2876,65+,Male,47B,DEM,1096,674,720,668
2877,65+,Male,47B,OTH,65,23,24,25
2878,65+,Male,47B,REP,158,95,97,93
2879,65+,Male,47B,UNA,178,89,89,75
