year,month,county,dem,rep,unaf,other
2019,01,KENT,6047,4836,2152,108
2019,01,MONTGOMERY,398833,114005,147089,5288
2019,01,PR. GEORGE'S,463954,40675,71378,11266
2019,01,QUEEN ANNE'S,10787,18217,6762,185
2019,01,ST. MARY'S,25793,29906,14918,400
2019,01,SOMERSET,5886,5386,1892,75
2019,01,TALBOT,10331,11643,4938,211
2019,01,WASHINGTON,32495,43043,19753,615
2019,01,WICOMICO,26751,23221,11643,432
2019,01,WORCESTER,14056,17333,7094,315
2022,02,ALLEGANY,12086,22587,8218,411
2022,02,ANNE ARUNDEL,175603,130705,97037,3033
2022,02,BALTIMORE CITY,303996,28502,55330,3888
2022,02,BALTIMORE CO.,311181,138216,106336,6315
2022,02,CALVERT,24081,27418,15411,580
2022,02,CAROLINE,6438,10244,4549,170
2022,02,CARROLL,33810,63682,28315,1120
2022,02,CECIL,21051,31473,16505,723
2022,02,CHARLES,73910,23524,21575,866
2022,02,DORCHESTER,9680,8892,3697,186
2022,02,FREDERICK,75303,67754,47745,1046
2022,02,GARRETT,3807,13532,2790,167
2022,02,HARFORD,65838,79384,40988,1688
2022,02,HOWARD,120973,49657,56101,2100
2022,02,KENT,5847,5130,2557,117
2022,02,MONTGOMERY,411267,99438,157513,6096
2022,02,PR. GEORGE'S,467742,37862,83907,11326
2022,02,QUEEN ANNE'S,11072,19336,7985,317
2022,02,ST. MARY'S,26347,30848,16928,657
2022,02,SOMERSET,5587,5866,2250,116
2022,02,TALBOT,10849,11614,5656,271
2022,02,WASHINGTON,31787,43877,21967,919
2022,02,WICOMICO,27046,23699,13332,691
2022,02,WORCESTER,13995,18704,8277,496
2014,01,ALLEGANY,15246,20112,6233,398
2014,01,ANNE ARUNDEL,148974,124535,75070,267
2014,01,BALTIMORE CITY,297380,30720,46066,1353
2014,01,BALTIMORE CO.,293858,130337,81162,4992
2014,01,CALVERT,23443,23675,11792,487
2014,01,CAROLINE,7215,7755,3314,142
2014,01,CARROLL,32733,57880,21297,966
2014,01,CECIL,23215,24004,12969,669
2014,01,CHARLES,57083,24614,16135,541
2014,01,DORCHESTER,10481,7165,2641,123
2014,01,FREDERICK,53839,59827,32793,152
2014,01,GARRETT,4665,11817,2233,187
2014,01,HARFORD,62672,67707,29355,1212
2014,01,HOWARD,93218,56250,42524,2315
2014,01,KENT,6067,4532,1860,128
2014,01,MONTGOMERY,351587,122507,145789,3266
2014,01,PR. GEORGE'S,444962,44464,59390,16782
2014,01,QUEEN ANNE'S,11048,15269,5733,193
2014,01,ST. MARY'S,25110,25567,12574,444
2014,01,SOMERSET,6784,4580,1673,108
2014,01,TALBOT,10024,11024,4351,236
2014,01,WASHINGTON,31484,38688,17360,326
2014,01,WICOMICO,26238,20929,10189,596
2014,01,WORCESTER,15087,14719,6478,350
2007,10,ALLEGANY,16374,19159,4325,435
2007,10,ANNE ARUNDEL,130461,114132,52648,138
2007,10,BALTIMORE CITY,266556,31982,34992,1180
2007,10,BALTIMORE CO.,268330,124575,54990,5949
2007,10,CALVERT,20540,20647,8110,519
2007,10,CAROLINE,6764,6532,2358,149
2007,10,CARROLL,32262,51274,13982,34
2007,10,CECIL,22728,20954,9487,761
2007,10,CHARLES,38535,24355,11556,935
2007,10,DORCHESTER,9422,6521,1896,186
2007,10,FREDERICK,44861,54114,21876,49
2007,10,GARRETT,4871,10615,1338,192
2007,10,HARFORD,59147,58452,18100,440
2007,10,HOWARD,74288,52792,28715,0
2007,10,KENT,5916,4251,1445,125
2007,10,MONTGOMERY,271350,120051,103869,1759
2007,10,PR. GEORGE'S,329453,47384,30861,33026
2007,10,QUEEN ANNE'S,10883,13287,3674,231
2007,10,ST. MARY'S,21957,20320,8163,565
2007,10,SOMERSET,6980,3950,1336,110
2007,10,TALBOT,10034,11125,3509,335
2007,10,WASHINGTON,29948,35793,11531,984
2007,10,WICOMICO,22618,18604,6970,592
2007,10,WORCESTER,14875,12796,4546,440
2009,01,ALLEGANY,17030,19658,4938,492
2009,01,ANNE ARUNDEL,147892,121717,58922,95
2009,01,BALTIMORE CITY,295906,32449,38190,1402
2009,01,BALTIMORE CO.,292293,128277,59494,6008
2009,01,CALVERT,22709,21360,8822,547
2009,01,CAROLINE,7554,7108,2770,93
2009,01,CARROLL,33893,52868,15399,28
2009,01,CECIL,24832,22568,10630,819
2009,01,CHARLES,48075,25091,12347,607
2009,01,DORCHESTER,10299,6801,2011,166
2009,01,FREDERICK,52290,57324,24974,41
2009,01,GARRETT,5134,11073,1582,206
2009,01,HARFORD,63899,61745,20398,681
2009,01,HOWARD,83864,54266,30560,1920
2009,01,KENT,6278,4328,1506,130
2009,01,MONTGOMERY,317225,124244,109027,2617
2009,01,PR. GEORGE'S,393311,46887,35854,26878
2009,01,QUEEN ANNE'S,11377,13801,3957,233
2009,01,ST. MARY'S,25120,22690,9550,593
2009,01,SOMERSET,7314,4013,1377,105
2009,01,TALBOT,10261,10928,3393,319
2009,01,WASHINGTON,32685,37129,12842,977
2009,01,WICOMICO,25029,19241,7350,591
2009,01,WORCESTER,15668,13371,4982,484
2024,04,ALLEGANY,10967,22756,9001,571
2024,04,ANNE ARUNDEL,173333,129488,105265,4331
2024,04,BALTIMORE CITY,296628,28557,62638,5920
2024,04,BALTIMORE CO.,306808,137606,117801,7863
2024,04,CALVERT,23546,28137,16412,735
2024,04,CAROLINE,6068,10722,4880,263
2024,04,CARROLL,33337,63784,30168,1333
2024,04,CECIL,19146,34623,17361,926
2024,04,CHARLES,75031,23097,24429,1212
2024,04,DORCHESTER,9523,9276,4230,261
2024,04,FREDERICK,77898,68181,52931,1734
2024,04,GARRETT,3529,13770,3110,209
2024,04,HARFORD,64534,80783,44713,2256
2024,04,HOWARD,121728,48312,61690,2489
2024,04,KENT,5771,5308,2777,147
2024,04,MONTGOMERY,407590,98514,171465,7213
2024,04,PR. GEORGE'S,455084,38833,98132,12540
2024,04,QUEEN ANNE'S,11080,20077,8889,392
2024,04,ST. MARY'S,24899,32098,17984,846
2024,04,SOMERSET,5430,6173,2531,169
2024,04,TALBOT,10597,11677,6048,274
2024,04,WASHINGTON,30924,44410,23871,1194
2024,04,WICOMICO,26200,24039,14819,913
2024,04,WORCESTER,13643,19555,9079,564
2007,12,ALLEGANY,16379,19175,4384,454
2007,12,ANNE ARUNDEL,130794,114546,53090,135
2007,12,BALTIMORE CITY,263906,31844,35080,1205
2007,12,BALTIMORE CO.,269371,125157,55625,5964
2007,12,CALVERT,20606,20710,8163,524
2007,12,CAROLINE,6782,6581,2380,151
2007,12,CARROLL,32317,51362,14088,32
2007,12,CECIL,22703,21039,9525,764
2007,12,CHARLES,38857,24423,11703,938
2007,12,DORCHESTER,9367,6520,1880,180
2007,12,FREDERICK,45061,54189,22046,48
2007,12,GARRETT,4868,10636,1338,194
2007,12,HARFORD,59283,58623,18293,455
2007,12,HOWARD,73822,52442,28745,1770
2007,12,KENT,5953,4271,1455,126
2007,12,MONTGOMERY,271916,119741,104000,1874
2007,12,PR. GEORGE'S,329150,47085,31257,32649
2007,12,QUEEN ANNE'S,10783,13239,3576,228
2007,12,ST. MARY'S,22053,20471,8283,571
2007,12,SOMERSET,6978,3954,1337,109
2007,12,TALBOT,10007,11167,3444,326
2007,12,WASHINGTON,30031,35909,11676,1012
2007,12,WICOMICO,22721,18753,7023,598
2007,12,WORCESTER,14873,12828,4574,454
2023,08,ALLEGANY,11493,22870,8718,562
2023,08,ANNE ARUNDEL,175437,129551,101963,4173
2023,08,BALTIMORE CITY,300081,28099,59632,5755
2023,08,BALTIMORE CO.,309473,136581,113248,7733
2023,08,CALVERT,23795,27938,15888,722
2023,08,CAROLINE,6167,10638,4761,253
2023,08,CARROLL,33549,63554,29700,1321
2023,08,CECIL,20531,32522,17335,934
2023,08,CHARLES,74902,22908,23181,1186
2023,08,DORCHESTER,9611,9127,4030,256
2023,08,FREDERICK,77586,67598,50961,1694
2023,08,GARRETT,3680,13738,2956,203
2023,08,HARFORD,65194,80213,43184,2167
2023,08,HOWARD,122069,48126,59627,2489
2023,08,KENT,5813,5228,2698,155
2023,08,MONTGOMERY,410190,96434,164323,7126
2023,08,PR. GEORGE'S,457933,37590,91354,12377
2023,08,QUEEN ANNE'S,11167,19949,8498,393
2023,08,ST. MARY'S,25136,31721,17233,838
2023,08,SOMERSET,5523,6104,2391,156
2023,08,TALBOT,10750,11696,5866,281
2023,08,WASHINGTON,31153,44063,22893,1134
2023,08,WICOMICO,26622,23971,14194,885
2023,08,WORCESTER,13755,19360,8803,570
2014,07,ALLEGANY,15183,20255,6489,379
2014,07,ANNE ARUNDEL,147160,124118,74934,294
2014,07,BALTIMORE CITY,292941,29982,45496,1342
2014,07,BALTIMORE CO.,297437,131251,83392,4852
2014,07,CALVERT,23332,24026,11888,474
2014,07,CAROLINE,6941,7749,3407,144
2014,07,CARROLL,31270,59334,21225,889
2014,07,CECIL,22966,24644,13210,660
2014,07,CHARLES,58935,24404,16364,537
2014,07,DORCHESTER,10370,7278,2712,116
2014,07,FREDERICK,54448,61319,33840,182
2014,07,GARRETT,4633,12051,2338,187
2014,07,HARFORD,63125,69215,30601,1213
2014,07,HOWARD,93802,56013,43087,2221
2014,07,KENT,5989,4527,1934,127
2014,07,MONTGOMERY,356653,121884,147854,3630
2014,07,PR. GEORGE'S,426963,41697,57520,14827
2014,07,QUEEN ANNE'S,10998,15855,5942,191
2014,07,ST. MARY'S,24983,25714,12669,442
2014,07,SOMERSET,6416,4750,1693,104
2014,07,TALBOT,9672,11156,4383,220
2014,07,WASHINGTON,31794,39131,17914,325
2014,07,WICOMICO,25324,20577,9943,541
2014,07,WORCESTER,14298,14309,6180,362
2021,04,ALLEGANY,12561,22589,7921,411
2021,04,ANNE ARUNDEL,175477,133215,93093,2843
2021,04,BALTIMORE CITY,309461,29514,53441,3562
2021,04,BALTIMORE CO.,315992,141555,103578,6076
2021,04,CALVERT,24260,27652,14555,570
2021,04,CAROLINE,6534,10216,4348,171
2021,04,CARROLL,33848,63997,27041,1093
2021,04,CECIL,21414,31238,15709,736
2021,04,CHARLES,73368,24332,20524,808
2021,04,DORCHESTER,9807,8793,3478,167
2021,04,FREDERICK,73891,68310,45141,906
2021,04,GARRETT,3925,13477,2669,163
2021,04,HARFORD,66292,79734,39233,1575
2021,04,HOWARD,120208,51483,53997,2039
2021,04,KENT,5955,5044,2404,121
2021,04,MONTGOMERY,412496,102645,151904,5788
2021,04,PR. GEORGE'S,472682,38810,79931,11012
2021,04,QUEEN ANNE'S,11128,19120,7561,296
2021,04,ST. MARY'S,26580,30833,16207,620
2021,04,SOMERSET,5670,5803,2156,105
2021,04,TALBOT,10845,11715,5368,262
2021,04,WASHINGTON,32101,44028,20886,866
2021,04,WICOMICO,27315,23687,12765,664
2021,04,WORCESTER,14080,18361,7867,498
2012,03,ALLEGANY,15813,19864,5598,404
2012,03,ANNE ARUNDEL,144467,122434,65543,259
2012,03,BALTIMORE CITY,292046,32364,42355,1467
2012,03,BALTIMORE CO.,285464,128404,68592,5425
2012,03,CALVERT,22666,22671,10234,515
2012,03,CAROLINE,7057,7452,2946,122
2012,03,CARROLL,32463,55437,17616,874
2012,03,CECIL,23537,23257,11666,777
2012,03,CHARLES,52294,24789,14318,565
2012,03,DORCHESTER,10022,6993,2245,131
2012,03,FREDERICK,51941,58934,28376,186
2012,03,GARRETT,4829,11478,1947,192
2012,03,HARFORD,61769,64950,24360,846
2012,03,HOWARD,87502,56196,37098,1887
2012,03,KENT,5913,4468,1607,140
2012,03,MONTGOMERY,327029,122202,128675,998
2012,03,PR. GEORGE'S,417174,47011,49392,21282
2012,03,QUEEN ANNE'S,11175,14791,4823,205
2012,03,ST. MARY'S,24372,24472,10942,466
2012,03,SOMERSET,6922,4499,1593,115
2012,03,TALBOT,9799,10915,3794,297
2012,03,WASHINGTON,30961,37454,15210,149
2012,03,WICOMICO,24740,20117,8498,683
2012,03,WORCESTER,15113,14082,5539,405
2022,05,ALLEGANY,11968,22633,8340,417
2022,05,ANNE ARUNDEL,174071,129942,98426,3108
2022,05,BALTIMORE CITY,302082,28162,56035,3970
2022,05,BALTIMORE CO.,309893,137429,108021,6414
2022,05,CALVERT,23925,27381,15655,592
2022,05,CAROLINE,6375,10363,4581,176
2022,05,CARROLL,33638,63585,28651,1105
2022,05,CECIL,20835,31459,16724,719
2022,05,CHARLES,73805,23248,21878,886
2022,05,DORCHESTER,9637,8888,3757,188
2022,05,FREDERICK,75412,67599,48334,1069
2022,05,GARRETT,3757,13563,2830,167
2022,05,HARFORD,65171,79288,41371,1718
2022,05,HOWARD,120502,49132,56789,2139
2022,05,KENT,5817,5151,2603,117
2022,05,MONTGOMERY,407196,97645,159952,6130
2022,05,PR. GEORGE'S,462823,37322,85202,11314
2022,05,QUEEN ANNE'S,11055,19361,8044,316
2022,05,ST. MARY'S,25803,31123,17028,663
2022,05,SOMERSET,5583,5901,2294,116
2022,05,TALBOT,10778,11572,5710,271
2022,05,WASHINGTON,31323,43503,22250,932
2022,05,WICOMICO,26869,23688,13518,706
2022,05,WORCESTER,13855,18784,8425,502
2019,06,ALLEGANY,13250,21904,7420,704
2019,06,ANNE ARUNDEL,165653,135980,87623,4790
2019,06,BALTIMORE CITY,304849,30563,50918,4424
2019,06,BALTIMORE CO.,312430,143495,97286,8929
2019,06,CALVERT,23821,27789,13912,971
2019,06,CAROLINE,6719,9631,4016,256
2019,06,CARROLL,32580,63930,25047,1876
2019,06,CECIL,21444,29042,14750,1146
2019,06,CHARLES,69579,24757,19048,1127
2019,06,DORCHESTER,9810,8389,3186,221
2019,06,FREDERICK,66435,67813,41128,1945
2019,06,GARRETT,4055,12949,2567,266
2019,06,HARFORD,64480,78840,36851,2673
2019,06,HOWARD,110900,54878,50551,3352
2019,06,KENT,6017,4846,2199,194
2019,06,MONTGOMERY,395097,111306,146338,9719
2019,06,PR. GEORGE'S,462939,40037,73081,13632
2019,06,QUEEN ANNE'S,10716,18332,6917,495
2019,06,ST. MARY'S,25466,29740,14932,1033
2019,06,SOMERSET,5805,5453,1927,157
2019,06,TALBOT,10308,11630,4991,395
2019,06,WASHINGTON,32162,42965,19805,1529
2019,06,WICOMICO,26443,23238,11815,952
2019,06,WORCESTER,13920,17426,7259,610
2025,01,ALLEGANY,10884,23706,0,850
2025,01,ANNE ARUNDEL,173357,131007,0,7004
2025,01,BALTIMORE CITY,301533,29822,0,7103
2025,01,BALTIMORE CO.,310930,142734,0,10768
2025,01,CALVERT,23670,29140,0,1210
2025,01,CAROLINE,5999,11217,0,399
2025,01,CARROLL,33400,65113,0,2211
2025,01,CECIL,19225,36070,0,1451
2025,01,CHARLES,77008,24091,0,1806
2025,01,DORCHESTER,9636,9706,0,416
2025,01,FREDERICK,79641,70224,0,3114
2025,01,GARRETT,3464,14131,0,324
2025,01,HARFORD,64849,82755,0,3671
2025,01,HOWARD,124105,49300,0,3594
2025,01,KENT,5727,5574,0,224
2025,01,MONTGOMERY,410731,101752,0,9814
2025,01,PR. GEORGE'S,462848,42548,0,14624
2025,01,QUEEN ANNE'S,11262,20840,0,627
2025,01,ST. MARY'S,25142,33652,0,1366
2025,01,SOMERSET,5385,6357,0,249
2025,01,TALBOT,10600,11831,0,468
2025,01,WASHINGTON,30990,45878,0,1843
2025,01,WICOMICO,26303,24885,0,1355
2025,01,WORCESTER,13696,20237,0,830
2019,09,ALLEGANY,13176,21948,0,694
2019,09,ANNE ARUNDEL,166934,135776,0,4727
2019,09,BALTIMORE CITY,304393,30362,0,4444
2019,09,BALTIMORE CO.,313303,143458,0,8855
2019,09,CALVERT,23984,27777,0,945
2019,09,CAROLINE,6710,9681,0,259
2019,09,CARROLL,32759,63886,0,1842
2019,09,CECIL,21501,29201,0,1141
2019,09,CHARLES,70233,24658,0,1137
2019,09,DORCHESTER,9805,8466,0,221
2019,09,FREDERICK,67296,67919,0,1780
2019,09,GARRETT,4055,13028,0,255
2019,09,HARFORD,64776,78969,0,2615
2019,09,HOWARD,112217,54533,0,3319
2019,09,KENT,6007,4848,0,189
2019,09,MONTGOMERY,397404,110489,0,9529
2019,09,PR. GEORGE'S,463287,39686,0,13527
2019,09,QUEEN ANNE'S,10771,18388,0,493
2019,09,ST. MARY'S,25600,29839,0,1022
2019,09,SOMERSET,5803,5492,0,156
2019,09,TALBOT,10378,11619,0,389
2019,09,WASHINGTON,32328,43165,0,1485
2019,09,WICOMICO,26520,23338,0,945
2019,09,WORCESTER,13908,17520,0,610
2016,01,ALLEGANY,14623,20557,6875,335
2016,01,ANNE ARUNDEL,150181,129551,80727,532
2016,01,BALTIMORE CITY,287964,30536,46395,1358
2016,01,BALTIMORE CO.,300840,136978,90256,4525
2016,01,CALVERT,23078,24710,12619,404
2016,01,CAROLINE,6836,8291,3673,146
2016,01,CARROLL,31627,61689,23413,769
2016,01,CECIL,22197,25318,13919,588
2016,01,CHARLES,60658,24852,17346,470
2016,01,DORCHESTER,10176,7480,2874,109
2016,01,FREDERICK,56470,63275,36576,217
2016,01,GARRETT,4446,12159,2453,153
2016,01,HARFORD,62244,71867,32854,1091
2016,01,HOWARD,96192,56232,46235,1914
2016,01,KENT,6023,4600,2061,126
2016,01,MONTGOMERY,356386,118617,150549,3739
2016,01,PR. GEORGE'S,429617,41596,63573,13172
2016,01,QUEEN ANNE'S,10617,16404,6297,185
2016,01,ST. MARY'S,25042,27160,13584,436
2016,01,SOMERSET,6254,4891,1759,86
2016,01,TALBOT,9773,11408,4703,202
2016,01,WASHINGTON,31551,40035,18874,329
2016,01,WICOMICO,25212,21197,10514,466
2016,01,WORCESTER,14289,15199,6784,316
2010,03,ALLEGANY,16596,19273,4787,459
2010,03,ANNE ARUNDEL,144019,117540,56963,88
2010,03,BALTIMORE CITY,287955,31345,37519,1338
2010,03,BALTIMORE CO.,285791,124686,58371,5602
2010,03,CALVERT,22990,21666,9119,516
2010,03,CAROLINE,7489,7089,2759,83
2010,03,CARROLL,33271,52489,15455,9
2010,03,CECIL,24139,22043,10446,749
2010,03,CHARLES,48968,24515,12377,561
2010,03,DORCHESTER,10255,6766,2033,154
2010,03,FREDERICK,51362,56208,24433,41
2010,03,GARRETT,5050,10943,1574,199
2010,03,HARFORD,62973,61520,20564,657
2010,03,HOWARD,83888,53590,30565,1766
2010,03,KENT,6166,4323,1491,127
2010,03,MONTGOMERY,318181,122043,109826,2526
2010,03,PR. GEORGE'S,397172,46476,37841,25849
2010,03,QUEEN ANNE'S,11082,13494,3922,217
2010,03,ST. MARY'S,24639,22402,9466,549
2010,03,SOMERSET,7285,4050,1393,108
2010,03,TALBOT,10010,10721,3335,305
2010,03,WASHINGTON,31810,36350,12769,53
2010,03,WICOMICO,25029,19289,7464,549
2010,03,WORCESTER,15390,13286,4812,456
2009,12,ALLEGANY,16614,19285,4761,460
2009,12,ANNE ARUNDEL,143248,116846,56345,88
2009,12,BALTIMORE CITY,288613,31423,37382,1349
2009,12,BALTIMORE CO.,285390,124436,57997,5638
2009,12,CALVERT,22971,21622,9071,522
2009,12,CAROLINE,7487,7051,2754,83
2009,12,CARROLL,33502,52580,15467,31
2009,12,CECIL,24095,21944,10328,756
2009,12,CHARLES,48490,24454,12249,560
2009,12,DORCHESTER,10249,6741,2018,154
2009,12,FREDERICK,51165,56002,24211,39
2009,12,GARRETT,5068,10935,1558,204
2009,12,HARFORD,63114,61442,20495,661
2009,12,HOWARD,83688,53504,30411,1792
2009,12,KENT,6182,4309,1479,127
2009,12,MONTGOMERY,319305,122874,110143,2546
2009,12,PR. GEORGE'S,396300,46530,37361,26052
2009,12,QUEEN ANNE'S,11112,13489,3926,218
2009,12,ST. MARY'S,24626,22259,9385,562
2009,12,SOMERSET,7297,4035,1391,107
2009,12,TALBOT,9972,10690,3311,307
2009,12,WASHINGTON,32162,36593,12848,858
2009,12,WICOMICO,24999,19260,7395,551
2009,12,WORCESTER,15438,13210,4781,457
2007,03,ALLEGANY,16862,19632,4391,432
2007,03,ANNE ARUNDEL,135805,119568,54739,70
2007,03,BALTIMORE CITY,262905,31726,34559,1013
2007,03,BALTIMORE CO.,271830,126544,54435,5903
2007,03,CALVERT,20609,20852,7931,504
2007,03,CAROLINE,6782,6524,2454,139
2007,03,CARROLL,32015,50795,13528,13
2007,03,CECIL,22556,20824,9245,728
2007,03,CHARLES,37298,24242,11055,855
2007,03,DORCHESTER,9546,6605,1880,184
2007,03,FREDERICK,46880,57529,23128,72
2007,03,GARRETT,5014,10904,1348,121
2007,03,HARFORD,58801,58112,17570,342
2007,03,HOWARD,77220,55592,29736,1346
2007,03,KENT,5844,4197,1418,124
2007,03,MONTGOMERY,277045,124883,105670,1428
2007,03,PR. GEORGE'S,329904,48642,28798,34274
2007,03,QUEEN ANNE'S,10942,13313,3774,244
2007,03,ST. MARY'S,22635,21107,8388,580
2007,03,SOMERSET,7054,4006,1351,106
2007,03,TALBOT,10128,11239,3515,334
2007,03,WASHINGTON,29608,35433,10929,940
2007,03,WICOMICO,22982,18894,7029,585
2007,03,WORCESTER,14645,12512,4396,408
2015,11,ALLEGANY,14631,20469,6838,343
2015,11,ANNE ARUNDEL,149001,128532,80252,496
2015,11,BALTIMORE CITY,288154,30365,46369,1331
2015,11,BALTIMORE CO.,300018,135960,89750,4555
2015,11,CALVERT,22967,24433,12523,407
2015,11,CAROLINE,6861,8200,3646,148
2015,11,CARROLL,31482,61248,23221,781
2015,11,CECIL,22126,24954,13813,597
2015,11,CHARLES,60264,24663,17183,476
2015,11,DORCHESTER,10196,7443,2847,110
2015,11,FREDERICK,55860,62781,36354,210
2015,11,GARRETT,4456,12085,2435,153
2015,11,HARFORD,62185,71386,32753,1107
2015,11,HOWARD,95153,55863,45931,1934
2015,11,KENT,6013,4585,2047,127
2015,11,MONTGOMERY,353974,118152,149844,3772
2015,11,PR. GEORGE'S,429472,41708,63305,13286
2015,11,QUEEN ANNE'S,10569,16281,6264,187
2015,11,ST. MARY'S,24889,26870,13466,436
2015,11,SOMERSET,6294,4875,1774,87
2015,11,TALBOT,9760,11373,4707,204
2015,11,WASHINGTON,31505,39751,18808,320
2015,11,WICOMICO,25167,21081,10457,465
2015,11,WORCESTER,14288,15065,6747,316
2014,09,ALLEGANY,15187,20302,6583,379
2014,09,ANNE ARUNDEL,147763,124730,75929,324
2014,09,BALTIMORE CITY,293464,30105,46003,1364
2014,09,BALTIMORE CO.,298518,131834,84460,4835
2014,09,CALVERT,23314,24057,12031,464
2014,09,CAROLINE,6970,7798,3430,148
2014,09,CARROLL,31341,59560,21502,876
2014,09,CECIL,22960,24752,13350,662
2014,09,CHARLES,59194,24500,16509,532
2014,09,DORCHESTER,10371,7297,2745,118
2014,09,FREDERICK,54743,61605,34316,190
2014,09,GARRETT,4629,12085,2374,189
2014,09,HARFORD,63234,69542,31036,1220
2014,09,HOWARD,94024,55966,43484,2201
2014,09,KENT,6011,4572,1951,130
2014,09,MONTGOMERY,358446,122130,149244,3728
2014,09,PR. GEORGE'S,429207,41743,58384,14761
2014,09,QUEEN ANNE'S,11005,15951,6012,196
2014,09,ST. MARY'S,25112,25914,12867,446
2014,09,SOMERSET,6437,4774,1720,101
2014,09,TALBOT,9676,11197,4468,222
2014,09,WASHINGTON,31989,39329,18158,331
2014,09,WICOMICO,25431,20703,10070,541
2014,09,WORCESTER,14453,14494,6338,359
2014,02,ALLEGANY,15247,20118,6259,399
2014,02,ANNE ARUNDEL,147937,123475,74443,270
2014,02,BALTIMORE CITY,297850,30779,46316,1346
2014,02,BALTIMORE CO.,293640,130168,81361,4955
2014,02,CALVERT,23458,23713,11833,487
2014,02,CAROLINE,7223,7775,3328,141
2014,02,CARROLL,32752,57921,21403,966
2014,02,CECIL,23207,24063,13028,673
2014,02,CHARLES,57202,24616,16184,542
2014,02,DORCHESTER,10500,7181,2648,124
2014,02,FREDERICK,53912,59900,32923,151
2014,02,GARRETT,4663,11821,2243,185
2014,02,HARFORD,62654,67766,29461,1203
2014,02,HOWARD,93340,56276,42689,2306
2014,02,KENT,6074,4548,1871,129
2014,02,MONTGOMERY,351561,122277,145991,3392
2014,02,PR. GEORGE'S,443821,44077,59276,16638
2014,02,QUEEN ANNE'S,11069,15327,5793,192
2014,02,ST. MARY'S,25096,25502,12591,443
2014,02,SOMERSET,6785,4598,1685,106
2014,02,TALBOT,10039,11053,4386,234
2014,02,WASHINGTON,31534,38754,17448,330
2014,02,WICOMICO,26133,20884,10192,595
2014,02,WORCESTER,15108,14747,6502,351
2017,06,ALLEGANY,14197,21408,7026,304
2017,06,ANNE ARUNDEL,160161,136266,82005,1102
2017,06,BALTIMORE CITY,305936,31779,45727,1590
2017,06,BALTIMORE CO.,308650,144043,89829,4434
2017,06,CALVERT,23796,26420,13050,388
2017,06,CAROLINE,6902,9134,3762,121
2017,06,CARROLL,32357,63569,23651,830
2017,06,CECIL,21697,27665,13846,547
2017,06,CHARLES,65486,25894,17793,473
2017,06,DORCHESTER,9992,7981,2934,101
2017,06,FREDERICK,61629,66486,37708,291
2017,06,GARRETT,4349,12725,2409,143
2017,06,HARFORD,64107,77230,34062,1090
2017,06,HOWARD,105222,56968,46314,1844
2017,06,KENT,6027,4729,2035,109
2017,06,MONTGOMERY,377406,117208,140701,4676
2017,06,PR. GEORGE'S,457446,42411,65634,11841
2017,06,QUEEN ANNE'S,10755,17697,6562,173
2017,06,ST. MARY'S,25565,29396,13922,400
2017,06,SOMERSET,5993,5163,1770,71
2017,06,TALBOT,10038,11723,4812,191
2017,06,WASHINGTON,32007,42429,18880,433
2017,06,WICOMICO,26649,22924,10766,431
2017,06,WORCESTER,14321,16525,6938,296
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2016,03,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
2015,08,nan,0,0,0,0
