year,month,county,dem,rep,unaf,other
2008,11,CARROLL,34590,54230,15831,28
2008,11,CECIL,24770,22492,10582,824
2008,11,CHARLES,48620,25652,12585,628
2008,11,DORCHESTER,10267,6778,2017,172
2008,11,FREDERICK,52004,57084,24705,48
2008,11,GARRETT,5141,11147,1576,207
2008,11,HARFORD,64851,62543,20882,714
2008,11,HOWARD,85314,55329,31233,1957
2008,11,KENT,6287,4388,1520,130
2008,11,MONTGOMERY,316864,124794,110083,2677
2008,11,PR. GEORGE'S,391621,47013,35583,27010
2008,11,QUEEN ANNE'S,11378,13784,3934,232
2008,11,ST. MARY'S,25043,22563,9450,597
2008,11,SOMERSET,7335,4017,1365,105
2008,11,TALBOT,10191,10855,3335,307
2008,11,WASHINGTON,33097,37738,13011,1000
2008,11,WICOMICO,25240,19527,7715,605
2008,11,WORCESTER,15576,13270,4965,490
2007,07,ALLEGANY,16531,19341,4356,438
2007,07,ANNE ARUNDEL,136696,119760,55632,161
2007,07,BALTIMORE CITY,262208,31754,34921,1121
2007,07,BALTIMORE CO.,267143,124089,53736,5909
2007,07,CALVERT,20438,20546,7946,517
2007,07,CAROLINE,6721,6460,2314,143
2007,07,CARROLL,32143,51011,13781,36
2007,07,CECIL,22578,20783,9321,749
2007,07,CHARLES,38139,24324,11361,934
2007,07,DORCHESTER,9438,6553,1887,188
2007,07,FREDERICK,44453,54058,21523,43
2007,07,GARRETT,4836,10570,1296,195
2007,07,HARFORD,58972,58353,17843,396
2007,07,HOWARD,74048,52870,28357,1774
2007,07,KENT,5900,4218,1429,126
2007,07,MONTGOMERY,274983,122741,105181,1700
2007,07,PR. GEORGE'S,328715,47704,29319,33590
2007,07,QUEEN ANNE'S,10764,13150,3756,244
2007,07,ST. MARY'S,21752,20136,7976,565
2007,07,SOMERSET,7013,3957,1326,108
2007,07,TALBOT,9964,11047,3462,335
2007,07,WASHINGTON,29762,35633,11298,973
2007,07,WICOMICO,22963,18856,7078,598
2007,07,WORCESTER,14808,12689,4475,426
2024,03,ALLEGANY,10946,22648,9001,571
2024,03,ANNE ARUNDEL,172730,128951,105269,4324
2024,03,BALTIMORE CITY,296108,28400,62566,5905
2024,03,BALTIMORE CO.,306276,137055,117601,7846
2024,03,CALVERT,23477,28049,16404,738
2024,03,CAROLINE,6064,10702,4864,260
2024,03,CARROLL,33173,63488,30368,1341
2024,03,CECIL,19520,33771,17604,929
2024,03,CHARLES,74828,22962,24372,1208
2024,03,DORCHESTER,9521,9229,4221,262
2024,03,FREDERICK,77554,67917,52948,1738
2024,03,GARRETT,3536,13710,3090,207
2024,03,HARFORD,64422,80499,44691,2236
2024,03,HOWARD,121196,48131,61771,2503
2024,03,KENT,5770,5297,2778,143
2024,03,MONTGOMERY,406206,97862,171099,7201
2024,03,PR. GEORGE'S,454311,38492,97563,12544
2024,03,QUEEN ANNE'S,11031,20046,8867,391
2024,03,ST. MARY'S,24800,31918,17906,846
2024,03,SOMERSET,5440,6136,2518,167
2024,03,TALBOT,10543,11631,6049,277
2024,03,WASHINGTON,30839,44200,23794,1185
2024,03,WICOMICO,26203,23950,14769,912
2024,03,WORCESTER,13601,19485,9067,565
2010,02,ALLEGANY,16590,19270,4780,459
2010,02,ANNE ARUNDEL,143713,117204,56718,85
2010,02,BALTIMORE CITY,288015,31352,37455,1339
2010,02,BALTIMORE CO.,285521,124532,58224,5623
2010,02,CALVERT,23001,21663,9096,518
2010,02,CAROLINE,7472,7061,2753,83
2010,02,CARROLL,33413,52528,15483,26
2010,02,CECIL,24106,22011,10404,755
2010,02,CHARLES,48789,24495,12330,562
2010,02,DORCHESTER,10260,6750,2025,154
2010,02,FREDERICK,51257,56076,24337,41
2010,02,GARRETT,5057,10944,1565,201
2010,02,HARFORD,63100,61456,20547,657
2010,02,HOWARD,83848,53553,30533,1773
2010,02,KENT,6160,4317,1486,128
2010,02,MONTGOMERY,319365,122677,110245,2538
2010,02,PR. GEORGE'S,396334,46465,37553,25924
2010,02,QUEEN ANNE'S,11116,13532,3925,219
2010,02,ST. MARY'S,24673,22384,9469,551
2010,02,SOMERSET,7290,4046,1393,108
2010,02,TALBOT,9993,10705,3327,306
2010,02,WASHINGTON,32131,36582,12905,53
2010,02,WICOMICO,25001,19282,7423,549
2010,02,WORCESTER,15415,13276,4791,457
2017,05,ALLEGANY,14273,21457,7020,307
2017,05,ANNE ARUNDEL,160407,136607,81911,1089
2017,05,BALTIMORE CITY,306628,31922,45633,1583
2017,05,BALTIMORE CO.,309319,144430,89720,4448
2017,05,CALVERT,23824,26420,13013,393
2017,05,CAROLINE,6911,9122,3754,122
2017,05,CARROLL,32426,63685,23580,827
2017,05,CECIL,21725,27626,13769,547
2017,05,CHARLES,65543,25998,17796,475
2017,05,DORCHESTER,10050,7993,2931,103
2017,05,FREDERICK,61566,66557,37560,287
2017,05,GARRETT,4365,12743,2405,143
2017,05,HARFORD,64318,77313,34030,1110
2017,05,HOWARD,105290,57142,46315,1858
2017,05,KENT,6060,4739,2028,110
2017,05,MONTGOMERY,379134,118239,141099,4710
2017,05,PR. GEORGE'S,457640,42446,65532,11867
2017,05,QUEEN ANNE'S,10776,17733,6540,176
2017,05,ST. MARY'S,25612,29453,13905,401
2017,05,SOMERSET,6007,5186,1769,70
2017,05,TALBOT,10059,11770,4828,192
2017,05,WASHINGTON,32067,42468,18796,434
2017,05,WICOMICO,26638,22851,10696,427
2017,05,WORCESTER,14365,16538,6953,296
2018,07,ALLEGANY,13647,21529,7188,287
2018,07,ANNE ARUNDEL,160960,134554,83195,1256
2018,07,BALTIMORE CITY,302977,30500,45793,1700
2018,07,BALTIMORE CO.,309589,143111,92007,4496
2018,07,CALVERT,23681,27510,13358,381
2018,07,CAROLINE,6775,9401,3821,113
2018,07,CARROLL,32314,63639,24245,823
2018,07,CECIL,21467,28241,14220,548
2018,07,CHARLES,67866,24992,18224,500
2018,07,DORCHESTER,9921,8175,3005,102
2018,07,FREDERICK,63913,67135,39371,344
2018,07,GARRETT,4238,12848,2499,130
2018,07,HARFORD,64157,77615,34892,1112
2018,07,HOWARD,107712,55757,48096,1788
2018,07,KENT,6038,4766,2065,102
2018,07,MONTGOMERY,385404,113867,143420,4678
2018,07,PR. GEORGE'S,454926,40461,66884,11369
2018,07,QUEEN ANNE'S,10766,17938,6583,175
2018,07,ST. MARY'S,25804,29724,14476,410
2018,07,SOMERSET,5900,5308,1828,72
2018,07,TALBOT,10197,11621,4860,187
2018,07,WASHINGTON,32015,42476,19365,491
2018,07,WICOMICO,26498,22861,11048,429
2018,07,WORCESTER,13988,16953,6898,300
2010,10,ALLEGANY,16610,19828,5305,449
2010,10,ANNE ARUNDEL,145475,120848,62244,138
2010,10,BALTIMORE CITY,289979,32042,40269,1337
2010,10,BALTIMORE CO.,291137,128704,64780,5623
2010,10,CALVERT,23168,22462,9861,526
2010,10,CAROLINE,7409,7460,2950,120
2010,10,CARROLL,33152,54316,16304,799
2010,10,CECIL,24525,22852,11222,860
2010,10,CHARLES,50784,24687,13616,577
2010,10,DORCHESTER,10395,6982,2187,150
2010,10,FREDERICK,52206,57976,26648,77
2010,10,GARRETT,4994,11380,1789,186
2010,10,HARFORD,62112,63112,22314,735
2010,10,HOWARD,86096,55029,34177,1810
2010,10,KENT,6171,4477,1621,135
2010,10,MONTGOMERY,324401,123314,122642,540
2010,10,PR. GEORGE'S,403842,46677,43175,22703
2010,10,QUEEN ANNE'S,11063,13989,4292,207
2010,10,ST. MARY'S,24638,23462,10247,526
2010,10,SOMERSET,7234,4331,1538,120
2010,10,TALBOT,10166,11075,3615,315
2010,10,WASHINGTON,31340,37030,14350,89
2010,10,WICOMICO,25379,19789,8179,669
2010,10,WORCESTER,15713,13900,5275,441
2017,07,ALLEGANY,14106,21342,7007,304
2017,07,ANNE ARUNDEL,159569,135684,81791,1102
2017,07,BALTIMORE CITY,306275,31853,45969,1605
2017,07,BALTIMORE CO.,307956,143747,89789,4429
2017,07,CALVERT,23770,26410,13059,392
2017,07,CAROLINE,6892,9133,3747,118
2017,07,CARROLL,32264,63439,23599,819
2017,07,CECIL,21498,27498,13757,547
2017,07,CHARLES,65545,25775,17817,475
2017,07,DORCHESTER,9986,7993,2937,103
2017,07,FREDERICK,61558,66323,37669,293
2017,07,GARRETT,4301,12678,2391,140
2017,07,HARFORD,64037,77154,34079,1098
2017,07,HOWARD,104951,56690,46317,1828
2017,07,KENT,6009,4725,2035,108
2017,07,MONTGOMERY,377828,117089,141182,4695
2017,07,PR. GEORGE'S,451704,41706,64587,11699
2017,07,QUEEN ANNE'S,10720,17690,6562,173
2017,07,ST. MARY'S,25614,29464,14027,401
2017,07,SOMERSET,5963,5158,1771,73
2017,07,TALBOT,10020,11685,4820,192
2017,07,WASHINGTON,31911,42283,18806,430
2017,07,WICOMICO,26461,22807,10727,432
2017,07,WORCESTER,14279,16514,6915,294
2015,04,ALLEGANY,14578,20065,6526,356
2015,04,ANNE ARUNDEL,145977,125255,77064,383
2015,04,BALTIMORE CITY,284909,29320,44688,1284
2015,04,BALTIMORE CO.,293640,131955,85598,4634
2015,04,CALVERT,22596,23642,11930,429
2015,04,CAROLINE,6844,7917,3457,144
2015,04,CARROLL,31025,59952,22221,829
2015,04,CECIL,22181,24557,13620,625
2015,04,CHARLES,58803,24295,16485,503
2015,04,DORCHESTER,10113,7270,2710,113
2015,04,FREDERICK,54112,61351,34748,199
2015,04,GARRETT,4463,11822,2317,167
2015,04,HARFORD,61614,69435,31337,1164
2015,04,HOWARD,92287,54828,43696,2042
2015,04,KENT,5951,4522,1970,126
2015,04,MONTGOMERY,355034,120861,149988,3847
2015,04,PR. GEORGE'S,422828,41085,59810,13858
2015,04,QUEEN ANNE'S,10621,15912,6070,190
2015,04,ST. MARY'S,24605,26089,12946,436
2015,04,SOMERSET,6272,4801,1698,93
2015,04,TALBOT,9628,11273,4610,211
2015,04,WASHINGTON,31302,38930,18132,335
2015,04,WICOMICO,24894,20698,10080,488
2015,04,WORCESTER,14221,14622,6445,336
2011,10,ALLEGANY,15838,19522,5391,416
2011,10,ANNE ARUNDEL,142877,120117,63167,247
2011,10,BALTIMORE CITY,293829,32365,41938,1446
2011,10,BALTIMORE CO.,280563,125596,65670,5377
2011,10,CALVERT,22536,22146,9958,509
2011,10,CAROLINE,7100,7366,2890,119
2011,10,CARROLL,32762,54663,17155,776
2011,10,CECIL,23458,22529,11332,805
2011,10,CHARLES,51254,24298,13909,548
2011,10,DORCHESTER,9935,6872,2172,135
2011,10,FREDERICK,51631,57822,27623,83
2011,10,GARRETT,4800,11321,1857,186
2011,10,HARFORD,61422,63709,23553,776
2011,10,HOWARD,86284,55140,35813,1834
2011,10,KENT,5907,4398,1569,135
2011,10,MONTGOMERY,322981,120295,125160,755
2011,10,PR. GEORGE'S,412141,46715,47356,21655
2011,10,QUEEN ANNE'S,11107,14460,4639,198
2011,10,ST. MARY'S,24118,23649,10491,482
2011,10,SOMERSET,6971,4408,1575,113
2011,10,TALBOT,9824,10820,3649,296
2011,10,WASHINGTON,31113,37214,14858,122
2011,10,WICOMICO,24411,19671,8159,675
2011,10,WORCESTER,15117,13788,5385,403
2012,08,ALLEGANY,15327,19660,5696,390
2012,08,ANNE ARUNDEL,144362,122698,68390,273
2012,08,BALTIMORE CITY,294695,32491,43804,1368
2012,08,BALTIMORE CO.,287036,129387,70968,5255
2012,08,CALVERT,22553,22772,10624,497
2012,08,CAROLINE,6966,7436,2983,120
2012,08,CARROLL,32175,55725,18297,867
2012,08,CECIL,23737,23804,12188,751
2012,08,CHARLES,53399,24869,15019,539
2012,08,DORCHESTER,9980,6958,2331,122
2012,08,FREDERICK,52756,59766,29816,74
2012,08,GARRETT,4673,11395,1996,192
2012,08,HARFORD,62058,66209,25550,884
2012,08,HOWARD,86695,55331,37087,1850
2012,08,KENT,5929,4473,1638,135
2012,08,MONTGOMERY,333118,123404,133523,1235
2012,08,PR. GEORGE'S,426064,46832,52097,20048
2012,08,QUEEN ANNE'S,11130,14984,5044,202
2012,08,ST. MARY'S,24383,24843,11269,456
2012,08,SOMERSET,6703,4531,1619,111
2012,08,TALBOT,9634,10748,3822,264
2012,08,WASHINGTON,31055,37859,15573,185
2012,08,WICOMICO,24689,20214,8918,646
2012,08,WORCESTER,14695,14030,5814,380
2014,11,ALLEGANY,15208,20437,6677,380
2014,11,ANNE ARUNDEL,148713,125772,76782,340
2014,11,BALTIMORE CITY,295014,30296,46345,1379
2014,11,BALTIMORE CO.,299635,132680,85060,4866
2014,11,CALVERT,23420,24363,12213,468
2014,11,CAROLINE,6954,7878,3482,148
2014,11,CARROLL,31391,59905,21683,884
2014,11,CECIL,23048,24946,13487,661
2014,11,CHARLES,59702,24685,16704,540
2014,11,DORCHESTER,10412,7359,2760,122
2014,11,FREDERICK,55218,62183,34851,200
2014,11,GARRETT,4618,12114,2401,189
2014,11,HARFORD,63358,70244,31489,1238
2014,11,HOWARD,94860,56346,44266,2177
2014,11,KENT,6050,4584,1965,130
2014,11,MONTGOMERY,360107,122458,150007,3947
2014,11,PR. GEORGE'S,432200,41975,59076,14760
2014,11,QUEEN ANNE'S,11045,16126,6077,201
2014,11,ST. MARY'S,25264,26224,13056,452
2014,11,SOMERSET,6478,4823,1744,99
2014,11,TALBOT,9734,11305,4553,220
2014,11,WASHINGTON,32087,39516,18230,343
2014,11,WICOMICO,25604,20909,10227,526
2014,11,WORCESTER,14525,14628,6401,362
2010,09,ALLEGANY,16609,19689,5279,453
2010,09,ANNE ARUNDEL,145089,120037,61670,131
2010,09,BALTIMORE CITY,288089,31734,39739,1329
2010,09,BALTIMORE CO.,290071,127939,64071,5626
2010,09,CALVERT,23068,22282,9765,528
2010,09,CAROLINE,7442,7464,2934,119
2010,09,CARROLL,33150,54127,16216,788
2010,09,CECIL,24413,22714,11162,840
2010,09,CHARLES,50648,24639,13555,580
2010,09,DORCHESTER,10406,6981,2167,150
2010,09,FREDERICK,51938,57518,26378,77
2010,09,GARRETT,4999,11292,1794,186
2010,09,HARFORD,61902,62809,22119,696
2010,09,HOWARD,85564,54805,33836,1811
2010,09,KENT,6150,4458,1613,135
2010,09,MONTGOMERY,322169,122565,121744,514
2010,09,PR. GEORGE'S,401125,46296,42120,23063
2010,09,QUEEN ANNE'S,11058,13932,4243,210
2010,09,ST. MARY'S,24581,23257,10151,530
2010,09,SOMERSET,7217,4364,1506,116
2010,09,TALBOT,10116,10984,3585,314
2010,09,WASHINGTON,31277,36763,14309,89
2010,09,WICOMICO,25249,19714,8106,661
2010,09,WORCESTER,15678,13818,5223,439
2023,09,ALLEGANY,11463,22870,8754,565
2023,09,ANNE ARUNDEL,174896,129130,101908,4177
2023,09,BALTIMORE CITY,298928,28011,59729,5762
2023,09,BALTIMORE CO.,308716,136225,113396,7746
2023,09,CALVERT,23719,27872,15903,721
2023,09,CAROLINE,6152,10636,4773,256
2023,09,CARROLL,33507,63404,29746,1323
2023,09,CECIL,20503,32498,17349,936
2023,09,CHARLES,74786,22834,23209,1186
2023,09,DORCHESTER,9569,9120,4033,262
2023,09,FREDERICK,77572,67451,51130,1703
2023,09,GARRETT,3685,13735,2974,201
2023,09,HARFORD,65008,80110,43244,2168
2023,09,HOWARD,121809,47976,59701,2479
2023,09,KENT,5806,5215,2705,152
2023,09,MONTGOMERY,408389,96168,164125,7094
2023,09,PR. GEORGE'S,456861,37585,91915,12387
2023,09,QUEEN ANNE'S,11144,19926,8538,392
2023,09,ST. MARY'S,25090,31654,17242,837
2023,09,SOMERSET,5508,6099,2394,153
2023,09,TALBOT,10718,11687,5890,276
2023,09,WASHINGTON,31098,44050,22952,1132
2023,09,WICOMICO,26583,23949,14221,890
2023,09,WORCESTER,13698,19327,8822,570
2006,08,ALLEGANY,16927,19657,4264,419
2006,08,ANNE ARUNDEL,133583,118113,53201,74
2006,08,BALTIMORE CITY,257314,30992,32919,863
2006,08,BALTIMORE CO.,267339,124940,52904,5654
2006,08,CALVERT,20312,20879,7929,467
2006,08,CAROLINE,6868,6580,2379,139
2006,08,CARROLL,32561,51665,13729,13
2006,08,CECIL,21813,20209,8823,687
2006,08,CHARLES,38094,25755,11654,871
2006,08,DORCHESTER,9578,6589,1837,175
2006,08,FREDERICK,45544,56712,22356,39
2006,08,GARRETT,5064,10944,1364,199
2006,08,HARFORD,58934,57989,17571,160
2006,08,HOWARD,76388,55824,29656,1555
2006,08,KENT,6026,4280,1416,122
2006,08,MONTGOMERY,270717,125490,105598,264
2006,08,PR. GEORGE'S,320957,48463,26200,36090
2006,08,QUEEN ANNE'S,10725,13035,3712,227
2006,08,ST. MARY'S,22107,20721,8138,574
2006,08,SOMERSET,6748,3937,1232,100
2006,08,TALBOT,10111,11349,3527,311
2006,08,WASHINGTON,30269,36227,11326,914
2006,08,WICOMICO,22929,18602,6874,571
2006,08,WORCESTER,15417,13082,4677,436
2013,07,ALLEGANY,15228,19997,6019,402
2013,07,ANNE ARUNDEL,148419,124247,73221,246
2013,07,BALTIMORE CITY,294810,30114,44448,1366
2013,07,BALTIMORE CO.,294835,130896,79341,5525
2013,07,CALVERT,23326,23506,11515,482
2013,07,CAROLINE,7236,7704,3271,142
2013,07,CARROLL,32458,57378,20492,973
2013,07,CECIL,23250,23883,12689,678
2013,07,CHARLES,56025,24554,15711,532
2013,07,DORCHESTER,10372,7115,2537,121
2013,07,FREDERICK,53980,60129,32176,101
2013,07,GARRETT,4674,11731,2154,191
2013,07,HARFORD,62065,67120,28159,1202
2013,07,HOWARD,92157,56183,41323,2362
2013,07,KENT,6109,4551,1811,132
2013,07,MONTGOMERY,350168,123680,143880,3181
2013,07,PR. GEORGE'S,444750,45308,58057,17573
2013,07,QUEEN ANNE'S,11268,15474,5720,204
2013,07,ST. MARY'S,25417,25834,12542,443
2013,07,SOMERSET,6837,4554,1621,106
2013,07,TALBOT,9966,11046,4218,243
2013,07,WASHINGTON,31102,38380,16731,322
2013,07,WICOMICO,26225,20992,10005,610
2013,07,WORCESTER,14958,14565,6303,351
2014,03,ALLEGANY,15234,20112,6295,402
2014,03,ANNE ARUNDEL,146047,122215,73441,267
2014,03,BALTIMORE CITY,295922,30537,46119,1347
2014,03,BALTIMORE CO.,293780,130064,81689,4928
2014,03,CALVERT,23461,23750,11826,486
2014,03,CAROLINE,7211,7794,3358,142
2014,03,CARROLL,32685,58050,21440,954
2014,03,CECIL,23213,24157,13113,673
2014,03,CHARLES,57541,24556,16259,546
2014,03,DORCHESTER,10493,7208,2675,122
2014,03,FREDERICK,53988,59998,33075,157
2014,03,GARRETT,4651,11839,2259,186
2014,03,HARFORD,62655,67823,29607,1208
2014,03,HOWARD,93491,56260,42856,2295
2014,03,KENT,6083,4554,1893,128
2014,03,MONTGOMERY,353210,122638,147102,3510
2014,03,PR. GEORGE'S,441584,43671,59107,16411
2014,03,QUEEN ANNE'S,11042,15383,5838,190
2014,03,ST. MARY'S,25016,25418,12559,443
2014,03,SOMERSET,6782,4625,1696,107
2014,03,TALBOT,10027,11080,4415,233
2014,03,WASHINGTON,31555,38742,17552,329
2014,03,WICOMICO,26026,20819,10180,593
2014,03,WORCESTER,14993,14682,6436,363
2023,06,ALLEGANY,11536,22849,8657,561
2023,06,ANNE ARUNDEL,175202,129622,100873,4150
2023,06,BALTIMORE CITY,300369,27996,58899,5743
2023,06,BALTIMORE CO.,309439,136714,111915,7687
2023,06,CALVERT,23817,27939,15738,722
2023,06,CAROLINE,6183,10609,4702,247
2023,06,CARROLL,33534,63661,29481,1327
2023,06,CECIL,20542,32402,17146,926
2023,06,CHARLES,74685,22950,22762,1177
2023,06,DORCHESTER,9606,9101,3980,257
2023,06,FREDERICK,77266,67654,50335,1684
2023,06,GARRETT,3683,13681,2935,206
2023,06,HARFORD,65090,80196,42798,2153
2023,06,HOWARD,121810,48173,58908,2483
2023,06,KENT,5817,5228,2675,151
2023,06,MONTGOMERY,409591,96417,162428,7055
2023,06,PR. GEORGE'S,458322,37483,89852,12295
2023,06,QUEEN ANNE'S,11109,19849,8405,393
2023,06,ST. MARY'S,25090,31666,17030,838
2023,06,SOMERSET,5543,6092,2355,157
2023,06,TALBOT,10763,11718,5812,282
2023,06,WASHINGTON,31208,44070,22698,1130
2023,06,WICOMICO,26713,23976,14076,885
2023,06,WORCESTER,13734,19295,8703,572
2022,01,ALLEGANY,12221,22697,8182,417
2022,01,ANNE ARUNDEL,175989,130710,96384,3013
2022,01,BALTIMORE CITY,305217,28651,55107,3885
2022,01,BALTIMORE CO.,311833,138762,105485,6284
2022,01,CALVERT,24213,27460,15308,586
2022,01,CAROLINE,6493,10228,4510,169
2022,01,CARROLL,33880,63758,28138,1120
2022,01,CECIL,21196,31491,16354,729
2022,01,CHARLES,73997,23617,21451,859
2022,01,DORCHESTER,9720,8897,3685,186
2022,01,FREDERICK,75419,67888,47444,1037
2022,01,GARRETT,3839,13582,2772,165
2022,01,HARFORD,66025,79392,40732,1682
2022,01,HOWARD,121118,49827,55834,2105
2022,01,KENT,5870,5110,2539,116
2022,01,MONTGOMERY,411934,99839,156927,6116
2022,01,PR. GEORGE'S,467896,37871,83068,11288
2022,01,QUEEN ANNE'S,11136,19325,7915,317
2022,01,ST. MARY'S,26354,30847,16797,655
2022,01,SOMERSET,5624,5859,2240,115
2022,01,TALBOT,10879,11636,5584,273
2022,01,WASHINGTON,31903,43978,21813,913
2022,01,WICOMICO,27122,23745,13240,684
2022,01,WORCESTER,14037,18679,8248,498
2016,04,ALLEGANY,14823,20896,6768,319
2016,04,ANNE ARUNDEL,154862,132809,78861,607
2016,04,BALTIMORE CITY,299597,31294,44726,1335
2016,04,BALTIMORE CO.,305686,141011,88141,4378
2016,04,CALVERT,23621,25404,12462,397
2016,04,CAROLINE,6893,8521,3654,139
2016,04,CARROLL,32664,62723,22903,768
2016,04,CECIL,22546,26366,13697,571
2016,04,CHARLES,61821,25650,17162,466
2016,04,DORCHESTER,10223,7720,2850,108
2016,04,FREDERICK,59165,64789,35663,245
2016,04,GARRETT,4532,12368,2421,154
2016,04,HARFORD,63641,73882,32222,1047
2016,04,HOWARD,100208,57603,44845,1813
2016,04,KENT,6112,4734,2007,118
2016,04,MONTGOMERY,371681,122197,143989,3789
2016,04,PR. GEORGE'S,439752,42856,63407,12855
2016,04,QUEEN ANNE'S,10705,16755,6171,180
2016,04,ST. MARY'S,25557,28245,13456,422
2016,04,SOMERSET,6229,5021,1732,87
2016,04,TALBOT,9947,11628,4607,199
2016,04,WASHINGTON,32319,41024,18752,346
2016,04,WICOMICO,25795,21819,10335,437
2016,04,WORCESTER,14429,15600,6763,305
2008,03,ALLEGANY,16627,19363,4419,462
2008,03,ANNE ARUNDEL,135385,116425,53487,130
2008,03,BALTIMORE CITY,270220,32201,34807,1254
2008,03,BALTIMORE CO.,276866,127059,55225,6034
2008,03,CALVERT,21582,21227,8277,541
2008,03,CAROLINE,6982,6695,2427,159
2008,03,CARROLL,33232,52254,14505,29
2008,03,CECIL,23376,21574,9601,796
2008,03,CHARLES,41911,24772,11259,906
2008,03,DORCHESTER,9430,6548,1829,175
2008,03,FREDERICK,47376,55206,22420,59
2008,03,GARRETT,4952,10839,1377,201
2008,03,HARFORD,60930,59741,18596,559
2008,03,HOWARD,78060,53444,28751,1812
2008,03,KENT,6088,4369,1477,132
2008,03,MONTGOMERY,286705,120983,101799,2061
2008,03,PR. GEORGE'S,343087,46773,29573,29385
2008,03,QUEEN ANNE'S,11026,13530,3643,233
2008,03,ST. MARY'S,22830,20995,8349,580
2008,03,SOMERSET,6859,3921,1311,113
2008,03,TALBOT,9302,10282,3014,285
2008,03,WASHINGTON,30870,36387,11853,1034
2008,03,WICOMICO,23555,19095,7024,601
2008,03,WORCESTER,15290,13047,4537,466
2023,02,ALLEGANY,11623,22829,8516,546
2023,02,ANNE ARUNDEL,175413,130033,99289,4124
2023,02,BALTIMORE CITY,302397,28014,57690,5698
2023,02,BALTIMORE CO.,310258,137154,110082,7655
2023,02,CALVERT,23846,27978,15497,728
2023,02,CAROLINE,6207,10588,4565,243
2023,02,CARROLL,33608,63829,29121,1335
2023,02,CECIL,20561,32315,16842,917
2023,02,CHARLES,74677,23117,22419,1165
2023,02,DORCHESTER,9619,9052,3872,248
2023,02,FREDERICK,76769,67660,49268,1651
2023,02,GARRETT,3696,13674,2873,202
2023,02,HARFORD,65291,80419,42130,2142
2023,02,HOWARD,121570,48482,57973,2488
2023,02,KENT,5847,5222,2635,158
2023,02,MONTGOMERY,411372,96868,160131,7050
2023,02,PR. GEORGE'S,458716,37225,86465,12095
2023,02,QUEEN ANNE'S,11113,19796,8189,383
2023,02,ST. MARY'S,25041,31587,16648,838
2023,02,SOMERSET,5557,6083,2327,156
2023,02,TALBOT,10783,11722,5727,285
2023,02,WASHINGTON,31424,44171,22306,1146
2023,02,WICOMICO,26732,24025,13775,890
2023,02,WORCESTER,13797,19279,8586,570
2019,08,ALLEGANY,13176,21925,0,692
2019,08,ANNE ARUNDEL,166197,135572,0,4732
2019,08,BALTIMORE CITY,303850,30312,0,4397
2019,08,BALTIMORE CO.,312676,143227,0,8853
2019,08,CALVERT,23856,27711,0,949
2019,08,CAROLINE,6699,9650,0,258
2019,08,CARROLL,32564,63774,0,1834
2019,08,CECIL,21407,29039,0,1132
2019,08,CHARLES,69868,24614,0,1130
2019,08,DORCHESTER,9781,8429,0,220
2019,08,FREDERICK,66797,67685,0,1815
2019,08,GARRETT,4046,13000,0,254
2019,08,HARFORD,64527,78704,0,2622
2019,08,HOWARD,111525,54459,0,3328
2019,08,KENT,5996,4851,0,189
2019,08,MONTGOMERY,396427,110561,0,9568
2019,08,PR. GEORGE'S,462588,39711,0,13532
2019,08,QUEEN ANNE'S,10726,18317,0,499
2019,08,ST. MARY'S,25493,29738,0,1019
2019,08,SOMERSET,5797,5471,0,152
2019,08,TALBOT,10321,11593,0,392
2019,08,WASHINGTON,32147,43028,0,1491
2019,08,WICOMICO,26435,23244,0,941
2019,08,WORCESTER,13862,17454,0,613
2013,09,ALLEGANY,15291,20106,6099,402
2013,09,ANNE ARUNDEL,149148,124622,73829,249
2013,09,BALTIMORE CITY,297506,30615,45340,1374
2013,09,BALTIMORE CO.,296624,131442,80212,5517
2013,09,CALVERT,23449,23621,11637,481
2013,09,CAROLINE,7296,7758,3318,144
2013,09,CARROLL,32783,57795,20784,982
2013,09,CECIL,23304,23949,12787,673
2013,09,CHARLES,56577,24702,15897,538
2013,09,DORCHESTER,10472,7151,2576,122
2013,09,FREDERICK,54234,60222,32357,106
2013,09,GARRETT,4682,11781,2176,191
2013,09,HARFORD,62586,67497,28572,1205
2013,09,HOWARD,93000,56576,41925,2370
2013,09,KENT,6145,4581,1843,132
2013,09,MONTGOMERY,350283,123470,144036,3191
2013,09,PR. GEORGE'S,447896,45614,59057,17569
2013,09,QUEEN ANNE'S,11339,15569,5787,204
2013,09,ST. MARY'S,25575,25976,12680,444
2013,09,SOMERSET,6869,4581,1640,106
2013,09,TALBOT,10040,11113,4287,241
2013,09,WASHINGTON,31376,38630,16924,321
2013,09,WICOMICO,26381,21081,10098,606
2013,09,WORCESTER,15060,14651,6351,350
2019,01,ALLEGANY,13426,21760,7275,322
2019,01,ANNE ARUNDEL,165882,137024,86629,1470
2019,01,BALTIMORE CITY,308597,31220,50642,1801
2019,01,BALTIMORE CO.,311834,143434,95166,4647
2019,01,CALVERT,23788,27709,13580,378
2019,01,CAROLINE,6808,9535,3917,107
2019,01,CARROLL,32539,63842,24649,824
2019,01,CECIL,21675,28978,14691,576
2019,01,CHARLES,69619,25167,18816,503
2019,01,DORCHESTER,9892,8356,3145,105
2019,01,FREDERICK,66205,68244,40675,356
2019,01,GARRETT,4171,12987,2536,135
2019,01,HARFORD,65109,79000,36438,1111
2019,01,HOWARD,110844,55969,50066,1829
