,age_bracket,Legislative,Party,Count,voted_2024,voted_2020,voted_2016
638,35-50,10,REP,2659,1838,1696,1468
639,35-50,10,UNA,5036,2839,2776,2248
640,35-50,11A,DEM,4743,3411,3363,2910
641,35-50,11A,OTH,150,78,62,50
642,35-50,11A,REP,770,518,458,411
643,35-50,11A,UNA,1632,1012,909,728
644,35-50,11B,DEM,8080,6142,5865,5135
645,35-50,11B,OTH,281,165,139,123
646,35-50,11B,REP,3206,2443,2153,1855
647,35-50,11B,UNA,3765,2459,2155,1672
648,35-50,12A,DEM,10030,7822,7439,6227
649,35-50,12A,OTH,368,184,165,140
650,35-50,12A,REP,2554,1887,1703,1394
651,35-50,12A,UNA,5194,3457,3129,2323
652,35-50,12B,DEM,3628,2255,2258,1946
653,35-50,12B,OTH,252,114,107,84
654,35-50,12B,REP,1875,1202,1098,901
655,35-50,12B,UNA,2450,1251,1107,831
656,35-50,13,DEM,15263,12012,11347,9447
657,35-50,13,OTH,541,296,248,204
658,35-50,13,REP,3771,2792,2536,2046
659,35-50,13,UNA,7922,5400,4870,3541
660,35-50,14,DEM,13037,9958,9543,7836
661,35-50,14,OTH,426,230,214,176
662,35-50,14,REP,3716,2698,2453,1995
663,35-50,14,UNA,6480,4159,3843,2804
664,35-50,15,DEM,13334,10378,9469,7324
665,35-50,15,OTH,437,250,213,153
666,35-50,15,REP,3679,2674,2348,1751
667,35-50,15,UNA,8159,5505,4698,3197
668,35-50,16,DEM,13662,11021,8730,6222
669,35-50,16,OTH,278,152,143,89
670,35-50,16,REP,2871,2072,1738,1254
671,35-50,16,UNA,6931,4919,3721,2409
672,35-50,17,DEM,12385,9484,8502,6511
673,35-50,17,OTH,455,250,197,157
674,35-50,17,REP,2409,1658,1412,1048
675,35-50,17,UNA,6570,4168,3441,2392
676,35-50,18,DEM,14518,11626,10037,7551
677,35-50,18,OTH,370,199,153,124
678,35-50,18,REP,2340,1682,1399,1001
679,35-50,18,UNA,5778,3852,3184,2202
680,35-50,19,DEM,11548,8704,8138,6424
681,35-50,19,OTH,348,187,170,134
682,35-50,19,REP,2745,1913,1673,1259
683,35-50,19,UNA,5498,3467,3057,2238
684,35-50,20,DEM,15919,12038,10495,7661
685,35-50,20,OTH,422,198,166,109
686,35-50,20,REP,1712,1127,872,589
687,35-50,20,UNA,5226,3158,2591,1722
688,35-50,21,DEM,12983,8248,8034,6570
689,35-50,21,OTH,732,204,189,141
690,35-50,21,REP,2774,1635,1442,1119
691,35-50,21,UNA,5888,3086,2812,2133
692,35-50,22,DEM,14574,8995,8679,6978
693,35-50,22,OTH,594,166,159,118
694,35-50,22,REP,1439,771,632,454
695,35-50,22,UNA,4767,2343,2146,1503
696,35-50,23,DEM,19589,13758,13644,11616
697,35-50,23,OTH,666,237,206,175
698,35-50,23,REP,2302,1336,1208,1013
699,35-50,23,UNA,6083,3470,3270,2616
700,35-50,24,DEM,19313,11357,11432,9779
701,35-50,24,OTH,782,215,219,175
702,35-50,24,REP,1295,626,539,409
703,35-50,24,UNA,4950,2373,2246,1686
704,35-50,25,DEM,21418,12981,13144,11198
705,35-50,25,OTH,756,217,202,169
706,35-50,25,REP,1185,548,472,353
707,35-50,25,UNA,5031,2371,2265,1747
708,35-50,26,DEM,18458,10555,10573,8947
709,35-50,26,OTH,720,199,190,139
710,35-50,26,REP,1364,651,512,388
711,35-50,26,UNA,5312,2383,2221,1634
712,35-50,27A,DEM,6700,4758,4690,3980
713,35-50,27A,OTH,212,86,82,60
714,35-50,27A,REP,946,607,530,417
715,35-50,27A,UNA,2096,1164,1035,795
716,35-50,27B,DEM,4849,3517,3286,2839
717,35-50,27B,OTH,241,117,96,78
718,35-50,27B,REP,2333,1745,1440,1294
719,35-50,27B,UNA,2559,1612,1255,992
720,35-50,27C,DEM,2670,1923,1770,1556
721,35-50,27C,OTH,205,136,110,98
722,35-50,27C,REP,3940,3221,2698,2497
723,35-50,27C,UNA,2640,1818,1375,1175
724,35-50,28,DEM,17416,12946,12355,10378
725,35-50,28,OTH,566,297,259,189
726,35-50,28,REP,4798,3512,3129,2583
727,35-50,28,UNA,7212,4332,3729,2903
728,35-50,29A,DEM,2030,1438,1336,1176
729,35-50,29A,OTH,180,109,85,63
730,35-50,29A,REP,4303,3519,3128,2777
731,35-50,29A,UNA,2349,1534,1258,1051
732,35-50,29B,DEM,3134,2113,2000,1638
733,35-50,29B,OTH,219,111,100,78
734,35-50,29B,REP,2267,1663,1459,1151
735,35-50,29B,UNA,2403,1387,1205,883
736,35-50,29C,DEM,2545,1833,1701,1490
737,35-50,29C,OTH,226,122,101,88
738,35-50,29C,REP,3629,2848,2424,2190
739,35-50,29C,UNA,2635,1716,1329,1104
740,35-50,30A,DEM,6390,4726,4354,3552
741,35-50,30A,OTH,293,141,135,112
742,35-50,30A,REP,3483,2576,2330,1945
743,35-50,30A,UNA,4010,2452,2186,1610
744,35-50,30B,DEM,2401,1801,1689,1372
745,35-50,30B,OTH,178,98,89,75
746,35-50,30B,REP,3098,2478,2279,1919
747,35-50,30B,UNA,2352,1568,1377,1045
748,35-50,31,DEM,9651,7311,7040,5761
749,35-50,31,OTH,673,390,348,270
750,35-50,31,REP,10151,8017,7390,6258
751,35-50,31,UNA,8613,5596,5006,3776
752,35-50,32,DEM,12912,8930,8627,7065
753,35-50,32,OTH,621,300,253,201
754,35-50,32,REP,4709,3185,2819,2290
755,35-50,32,UNA,7750,4298,3941,2838
756,35-50,33A,DEM,4541,3474,3300,2674
757,35-50,33A,OTH,188,112,90,70
758,35-50,33A,REP,1790,1281,1174,947
759,35-50,33A,UNA,2924,1903,1680,1219
760,35-50,33B,DEM,3560,2922,2734,2254
761,35-50,33B,OTH,177,116,114,79
762,35-50,33B,REP,2987,2370,2202,1901
763,35-50,33B,UNA,2965,2137,1904,1422
764,35-50,33C,DEM,3710,3033,2841,2309
765,35-50,33C,OTH,215,143,122,103
766,35-50,33C,REP,3023,2397,2206,1866
767,35-50,33C,UNA,2975,2166,1905,1447
768,35-50,34A,DEM,7833,5291,5155,4369
769,35-50,34A,OTH,532,260,239,192
770,35-50,34A,REP,3995,2856,2563,2169
771,35-50,34A,UNA,5070,2823,2487,1918
772,35-50,34B,DEM,2999,2353,2294,1943
773,35-50,34B,OTH,217,143,121,99
774,35-50,34B,REP,3417,2759,2534,2310
775,35-50,34B,UNA,2666,1781,1660,1325
776,35-50,35A,DEM,3869,3116,2974,2562
777,35-50,35A,OTH,378,242,222,200
778,35-50,35A,REP,8641,7299,6921,6258
779,35-50,35A,UNA,4692,3305,3003,2459
780,35-50,35B,DEM,1777,1153,1009,835
781,35-50,35B,OTH,231,107,84,78
782,35-50,35B,REP,4497,3566,3007,2771
783,35-50,35B,UNA,2344,1274,1019,825
784,35-50,36,DEM,4509,2811,2514,2063
785,35-50,36,OTH,425,210,169,140
786,35-50,36,REP,7148,5548,4839,4219
787,35-50,36,UNA,4439,2471,2051,1587
788,35-50,37A,DEM,3600,1829,1843,1713
789,35-50,37A,OTH,202,69,69,49
790,35-50,37A,REP,1526,1029,944,780
791,35-50,37A,UNA,1729,728,669,562
792,35-50,37B,DEM,4248,2843,2714,2301
793,35-50,37B,OTH,357,189,177,144
794,35-50,37B,REP,6592,5294,4889,4294
795,35-50,37B,UNA,3855,2260,1993,1550
796,35-50,38A,DEM,2734,1619,1650,1397
797,35-50,38A,OTH,166,81,70,62
798,35-50,38A,REP,3013,2283,2169,1876
799,35-50,38A,UNA,1906,972,899,702
800,35-50,38B,DEM,2764,1760,1728,1433
801,35-50,38B,OTH,194,75,72,56
802,35-50,38B,REP,1948,1370,1227,1033
803,35-50,38B,UNA,1908,1049,905,690
804,35-50,38C,DEM,1718,1125,1075,897
805,35-50,38C,OTH,220,108,86,86
806,35-50,38C,REP,3377,2594,2407,2061
807,35-50,38C,UNA,2182,1260,1118,873
808,35-50,39,DEM,11960,8547,8231,6636
809,35-50,39,OTH,542,264,263,191
810,35-50,39,REP,2701,1821,1490,1118
811,35-50,39,UNA,6560,3931,3500,2416
812,35-50,40,DEM,19443,10031,9888,9515
813,35-50,40,OTH,692,172,173,160
814,35-50,40,REP,1490,532,481,440
815,35-50,40,UNA,5053,1806,1672,1415
816,35-50,41,DEM,17069,10236,10190,9599
817,35-50,41,OTH,534,201,175,148
818,35-50,41,REP,1749,863,736,628
819,35-50,41,UNA,4189,1841,1669,1427
820,35-50,42A,DEM,2767,2294,2212,1894
821,35-50,42A,OTH,182,116,116,100
822,35-50,42A,REP,3429,2835,2714,2420
823,35-50,42A,UNA,2310,1647,1542,1270
824,35-50,42B,DEM,3729,2825,2738,2325
825,35-50,42B,OTH,169,84,71,57
826,35-50,42B,REP,1475,1106,1042,934
827,35-50,42B,UNA,1905,1216,1120,890
828,35-50,42C,DEM,1879,1467,1408,1263
829,35-50,42C,OTH,187,120,114,97
830,35-50,42C,REP,4057,3348,3076,2773
831,35-50,42C,UNA,2433,1593,1455,1221
832,35-50,43A,DEM,13043,7945,7807,7398
833,35-50,43A,OTH,390,120,134,109
834,35-50,43A,REP,792,314,302,252
835,35-50,43A,UNA,3001,1247,1207,1025
836,35-50,43B,DEM,4030,3219,3094,2673
837,35-50,43B,OTH,124,59,54,38
838,35-50,43B,REP,858,645,592,531
839,35-50,43B,UNA,1548,1002,907,719
840,35-50,44A,DEM,3582,2391,2389,2080
841,35-50,44A,OTH,231,103,90,71
842,35-50,44A,REP,1555,1062,915,727
843,35-50,44A,UNA,1868,988,900,723
